row_label_raw,row_label_full,Các khoản đầu tư nằm giữ đến ngày đáo hạn > - Trái phiếu nằm giữ đến ngày đáo hạn (1),Hình thức sở hữu,Số cuối năm > Tỷ lệ biểu quyết của Công ty,Số cuối năm > Giá trị VND > 2.156.468.315.100,Số đầu năm > Tỷ lệ biểu quyết của Công ty,Số đầu năm > Giá trị VND > 3.086.855.720.098,numeric__Hình thức sở hữu,numeric__Số cuối năm > Tỷ lệ biểu quyết của Công ty,numeric__Số cuối năm > Giá trị VND > 2.156.468.315.100,numeric__Số đầu năm > Tỷ lệ biểu quyết của Công ty,numeric__Số đầu năm > Giá trị VND > 3.086.855.720.098
"Đầu tư vào công ty liên doanh, liên kết (2)","Đầu tư vào công ty liên doanh, liên kết (2)","Đầu tư vào công ty liên doanh, liên kết (2)",,,616.604.962.209,,602.489.410.242,,,616604962209.0,,602489410242.0
- Công ty Cổ phần Tập đoàn PAN (PAN),- Công ty Cổ phần Tập đoàn PAN (PAN),- Công ty Cổ phần Tập đoàn PAN (PAN),Trực tiếp,"12,73%",606.243.226.510,"12,73%",559.135.802.632,,0.1273,606243226510.0,0.1273,559135802632.0
- Công ty Cổ phần Công Thắng Alpha (3),- Công ty Cổ phần Công Thắng Alpha (3),- Công ty Cổ phần Công Thắng Alpha (3),Gián tiếp qua công ty con,-,-,"48,90%",16.523.835.763,,,,0.489,16523835763.0
- Công ty Cổ phần Đầu tư KAC (3),- Công ty Cổ phần Đầu tư KAC (3),- Công ty Cổ phần Đầu tư KAC (3),Gián tiếp qua công ty con,-,-,"46,70%",16.787.119.666,,,,0.467,16787119666.0
- Quỹ Đầu tư Công Nghệ số Việt Nam (VDF),- Quỹ Đầu tư Công Nghệ số Việt Nam (VDF),- Quỹ Đầu tư Công Nghệ số Việt Nam (VDF),Trực tiếp,"20,00%",10.361.735.699,"20,00%",10.042.652.181,,0.2,10361735699.0,0.2,10042652181.0
Tổng cộng,Tổng cộng,Tổng cộng,,,2.773.073.277.309,,3.689.345.130.340,,,2773073277309.0,,3689345130340.0
