row_label_raw,row_label_full,Chênh lệch lãi tỷ giá hối đoái đã và chưa thực hiệnDoanh thu lãi tiền gửi không kỳ hạn và dưới ba (03) tháng > Lãi chia sẻ từ công ty liên kết (Thuyết minh số 11),Năm nay > 28.287.326.467 > 35.855.039.392 > 38.094.115.482,Đơn vị tính: VNDNăm trước > 10.840.924.272 > 18.954.611.074 > 33.537.927.279,numeric__Năm nay > 28.287.326.467 > 35.855.039.392 > 38.094.115.482,numeric__Đơn vị tính: VNDNăm trước > 10.840.924.272 > 18.954.611.074 > 33.537.927.279
Lãi từ giảm tỷ lệ sở hữu và thanh lý công ty liên kếtDoanh thu hoạt động tài chính khác,Lãi từ giảm tỷ lệ sở hữu và thanh lý công ty liên kếtDoanh thu hoạt động tài chính khác,Lãi từ giảm tỷ lệ sở hữu và thanh lý công ty liên kếtDoanh thu hoạt động tài chính khác,1.377.269.827,241.303.599.806,1377269827.0,241303599806.0
Lãi từ giảm tỷ lệ sở hữu và thanh lý công ty liên kếtDoanh thu hoạt động tài chính khác,Lãi từ giảm tỷ lệ sở hữu và thanh lý công ty liên kếtDoanh thu hoạt động tài chính khác,Lãi từ giảm tỷ lệ sở hữu và thanh lý công ty liên kếtDoanh thu hoạt động tài chính khác,77.079.242.645,38.660.380.923,77079242645.0,38660380923.0
Tổng cộng,Tổng cộng,Tổng cộng,180.692.993.813,343.297.443.354,180692993813.0,343297443354.0
