row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu,Thặng dư vốn cổ phần,Cổ phiếu quỹ,Chênh lệch đánh giá lại tài sản theo giá trị hợp lý,Chênh lệch tỷ giá hồi đoài,Quỹ dự trữ bổ sung vốn điều lệ,Quỹ dự phòng tài chính và rủi ro nghiệp vụ,Lợi nhuận chưa phân phối,Lợi ích cổ đông không kiểm soát,Đơn vị tính: VND Tổng công,numeric__Vốn góp của chủ sở hữu,numeric__Thặng dư vốn cổ phần,numeric__Cổ phiếu quỹ,numeric__Chênh lệch đánh giá lại tài sản theo giá trị hợp lý,numeric__Chênh lệch tỷ giá hồi đoài,numeric__Quỹ dự trữ bổ sung vốn điều lệ,numeric__Quỹ dự phòng tài chính và rủi ro nghiệp vụ,numeric__Lợi nhuận chưa phân phối,numeric__Lợi ích cổ đông không kiểm soát,numeric__Đơn vị tính: VND Tổng công
Đánh giá lại tài sản tài chính AFS,Đánh giá lại tài sản tài chính AFS,Đánh giá lại tài sản tài chính AFS,-,-,-,(2.493.352.734),-,-,-,-,-,(2.493.352.734),,,,-2493352734.0,,,,,,-2493352734.0
Mua cổ phiếu quỹ,Mua cổ phiếu quỹ,Mua cổ phiếu quỹ,-,-,(1.367.229.400),-,-,-,-,-,-,(1.367.229.400),,,-1367229400.0,,,,,,,-1367229400.0
"Trích lập quỹ từ thiện, phúc lợi, khen thưởng theo Nghị quyết số 02/2022/NQ-ĐHĐCD ngày 07/05/2022 của ĐHĐCD","Trích lập quỹ từ thiện, phúc lợi, khen thưởng theo Nghị quyết số 02/2022/NQ-ĐHĐCD ngày 07/05/2022 của ĐHĐCD","Trích lập quỹ từ thiện, phúc lợi, khen thưởng theo Nghị quyết số 02/2022/NQ-ĐHĐCD ngày 07/05/2022 của ĐHĐCD",-,-,-,-,-,-,-,(185.242.719.579),-,(185.242.719.579),,,,,,,,-185242719579.0,,-185242719579.0
Chênh lệch tỷ giá chuyển đổi báo cáo tài chính công ty con phát sinh trong năm,Chênh lệch tỷ giá chuyển đổi báo cáo tài chính công ty con phát sinh trong năm,Chênh lệch tỷ giá chuyển đổi báo cáo tài chính công ty con phát sinh trong năm,-,-,-,-,11.151.051.632,-,-,-,-,11.151.051.632,,,,,11151051632.0,,,,,11151051632.0
Điều chính do công ty liên kết thay đổi tỷ lệ sở hữu tài công ty con của công ty liên kết,Điều chính do công ty liên kết thay đổi tỷ lệ sở hữu tài công ty con của công ty liên kết,Điều chính do công ty liên kết thay đổi tỷ lệ sở hữu tài công ty con của công ty liên kết,-,-,-,-,-,-,-,10.643.136.485,-,10.643.136.485,,,,,,,,10643136485.0,,10643136485.0
Vốn góp của cổ đông không kiểm soát tai công ty con,Vốn góp của cổ đông không kiểm soát tai công ty con,Vốn góp của cổ đông không kiểm soát tai công ty con,-,-,-,-,-,-,-,-,77.900.000.000,77.900.000.000,,,,,,,,,77900000000.0,77900000000.0
Giảm khác,Giảm khác,Giảm khác,-,-,-,-,-,-,-,(1.813.214.691),-,(1.813.214.691),,,,,,,,-1813214691.0,,-1813214691.0
Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,-,-,-,-,-,-,-,1.626.727.424,(1.626.727.424),-,,,,,,,,1626727424.0,-1626727424.0,
Số cuối năm,Số cuối năm,Số cuối năm,14.911.301.370.000,3.299.220.472.644,(19.115.006.409),(6.286.385.840),44.775.287.721,61.252.419.507,-,3.953.892.022.051,138.841.784.986,22.383.881.964.660,14911301370000.0,3299220472644.0,-19115006409.0,-6286385840.0,44775287721.0,61252419507.0,,3953892022051.0,138841784986.0,22383881964660.0
