row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,29.842.500.921.821,36.572.973.831.934,,,29842500921821.0,36572973831934.0
310,310,310,I. Nợ phải trả ngắn hạn,,29.788.710.759.101,36.479.184.836.620,,,29788710759101.0,36479184836620.0
311,311,311,1. Vay và nợ thuê tài sản tài chính ngắn hạn,21,27.892.289.728.472,31.120.908.370.195,,21.0,27892289728472.0,31120908370195.0
312,312,312,1.1. Vay ngắn hạn,,27.892.289.728.472,31.120.908.370.195,,,27892289728472.0,31120908370195.0
318,318,318,2. Phải trả hoạt động giao dịch chứng khoán,22,49.171.694.783,180.055.643.711,,22.0,49171694783.0,180055643711.0
320,320,320,3. Phải trả người bán ngắn hạn,23,319.360.885.025,22.249.743.964,,23.0,319360885025.0,22249743964.0
321,321,321,4. Người mua trả tiền trước ngắn hạn,,4.821.592.590,6.200.501.681,,,4821592590.0,6200501681.0
322,322,322,5. Thuế và các khoản phải nộp Nhà nước,24,114.962.879.495,352.627.769.284,,24.0,114962879495.0,352627769284.0
323,323,323,6. Phải trả người lao động,,113.560.403.706,138.381.185.157,,,113560403706.0,138381185157.0
324,324,324,7. Các khoản trích nộp phúc lợi nhân viên,,800.864.803,302.986.427,,,800864803.0,302986427.0
325,325,325,8. Chi phí phải trả ngắn hạn,25,58.305.774.563,97.740.561.623,,25.0,58305774563.0,97740561623.0
327,327,327,9. Doanh thu chưa thực hiện ngắn hạn,,129.242.424,1.525.471.313,,,129242424.0,1525471313.0
328,328,328,"10. Nhận ký quỹ, ký cược ngắn hạn",,336.491.400,1.214.760.000,,,336491400.0,1214760000.0
329,329,329,"11. Các khoản phải trả, phải nộp ngắn hạn khác",26,913.074.286.244,4.312.036.356.149,,26.0,913074286244.0,4312036356149.0
331,331,331,"12.Quỹ khen thưởng, phúc lợi",27,321.896.915.596,245.941.487.116,,27.0,321896915596.0,245941487116.0
340,340,340,II. Nợ phải trả dài hạn,,53.790.162.720,93.788.995.314,,,53790162720.0,93788995314.0
351,351,351,1. Doanh thu chưa thực hiện dài hạn,28,52.587.159.357,52.787.159.357,,28.0,52587159357.0,52787159357.0
356,356,356,2. Thuế thu nhập doanh nghiệp hoãn lại phải trả,18,1.203.003.363,41.001.835.957,,18.0,1203003363.0,41001835957.0
400,400,400,D. VỐN CHỦ SỞ HỮU,29,22.383.881.964.660,14.220.082.730.148,,29.0,22383881964660.0,14220082730148.0
410,410,410,I. Vốn chủ sở hữu,,22.383.881.964.660,14.220.082.730.148,,,22383881964660.0,14220082730148.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,18.191.406.836.235,10.642.685.440.635,,,18191406836235.0,10642685440635.0
411.1,411.1,411.1,1.1. Vốn góp của chủ sở hữu,,14.911.301.370.000,9.847.500.220.000,,,14911301370000.0,9847500220000.0
411.1a,411.1a,411.1a,a. Cổ phiếu phổ thông,,14.911.301.370.000,9.847.500.220.000,,,14911301370000.0,9847500220000.0
411.2,411.2,411.2,1.2. Thặng dư vốn cổ phần,,3.299.220.472.644,817.169.133.373,,,3299220472644.0,817169133373.0
411.5,411.5,411.5,1.3. Cổ phiếu quỹ,,(19.115.006.409),(21.983.912.738),,,-19115006409.0,-21983912738.0
412,412,412,2. Chênh lệch đánh giá tài sản theo giá trị hợp lý,41,(6.286.385.840),(3.793.033.106),,41.0,-6286385840.0,-3793033106.0
413,413,413,3. Chênh lệch tỷ giả hối đoái,,44.775.287.721,33.624.236.089,,,44775287721.0,33624236089.0
414,414,414,4. Quỹ dự trữ bổ sung vốn điều lệ,,61.252.419.507,61.252.419.507,,,61252419507.0,61252419507.0
415,415,415,5. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,,,495.932.169.472,,,,495932169472.0
417,417,417,6. Lợi nhuận chưa phân phối,29.1,3.953.892.022.051,2.927.812.985.141,,291.0,3953892022051.0,2927812985141.0
417.1,417.1,417.1,6.1. Lợi nhuận đã thực hiện,,4.080.124.452.649,2.798.808.974.439,,,4080124452649.0,2798808974439.0
417.2,417.2,417.2,6.2. Lợi nhuận chưa thực hiện,,(126.232.430.598),129.004.010.702,,,-126232430598.0,129004010702.0
418,418,418,7. Lợi ích cổ đông không kiểm soát,,138.841.784.986,62.568.512.410,,,138841784986.0,62568512410.0
440,440,440,TỔNG CỘNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,52.226.382.886.481,50.793.056.562.082,,,52226382886481.0,50793056562082.0
