row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGÁN HẠN,,48.731.915.104.609,46.539.595.154.345,,,48731915104609.0,46539595154345.0
110,110,110,I. Tài sản tài chính,,48.621.880.319.731,46.464.265.826.322,,,48621880319731.0,46464265826322.0
111,111,111,1. Tiền và các khoản tương đương tiền,5,1.417.807.262.731,1.114.235.031.501,,5.0,1417807262731.0,1114235031501.0
111.1,111.1,111.1,1.1. Tiền,,907.209.511.917,474.197.771.229,,,907209511917.0,474197771229.0
111.2,111.2,111.2,1.2. Các khoản tương đương tiền,,510.597.750.814,640.037.260.272,,,510597750814.0,640037260272.0
112,112,112,2. Các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),7.1,30.493.056.048.092,12.023.091.791.637,,71.0,30493056048092.0,12023091791637.0
113,113,113,3. Các khoản đầu tư nằm giữ đến ngày đáo hạn (HTM),7.3,3.507.501.552.879,7.834.159.908.363,,73.0,3507501552879.0,7834159908363.0
114,114,114,4. Các khoản cho vay,7.4,11.057.163.090.177,23.697.887.241.454,,74.0,11057163090177.0,23697887241454.0
115,115,115,5. Tài sản tài chính sẵn sàng để bán (AFS),7.2,381.708.255.604,271.579.547.769,,72.0,381708255604.0,271579547769.0
116,116,116,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,8,(37.251.669.462),(62.328.696.315),,8.0,-37251669462.0,-62328696315.0
117,117,117,7. Các khoản phải thu,,415.954.955.033,527.729.518.187,,,415954955033.0,527729518187.0
117.1,117.1,117.1,7.1. Phải thu bán các tài sản tài chính,9,269.534.422.234,521.353.505.084,,9.0,269534422234.0,521353505084.0
117.2,117.2,117.2,"7.2. Phải thu và dự thu cổ tức, tiến lãi các tài sản tài chính",9,146.420.532.799,6.376.013.103,,9.0,146420532799.0,6376013103.0
117.4,117.4,117.4,"7.2.1. Dự thu cổ tức, tiền lãi chưa đến ngày nhận",,146.420.532.799,6.376.013.103,,,146420532799.0,6376013103.0
118,118,118,8. Trả trước cho người bán,9,1.413.299.966.298,1.256.037.254.114,,9.0,1413299966298.0,1256037254114.0
119,119,119,9. Phải thu các dịch vụ công ty chứng khoán cung cấp,9,19.991.293.644,34.796.454.030,,9.0,19991293644.0,34796454030.0
122,122,122,10. Các khoản phải thu khác,9,184.521.001.543,9.744.607.323,,9.0,184521001543.0,9744607323.0
129,129,129,11. Dự phòng suy giảm giá trị các khoản phải thu,9,(231.871.436.808),(242.666.831.741),,9.0,-231871436808.0,-242666831741.0
130,130,130,II. Tài sản ngắn hạn khác,10,110.034.784.878,75.329.328.023,,10.0,110034784878.0,75329328023.0
131,131,131,1. Tạm ứng,,28.116.569.085,11.989.717.067,,,28116569085.0,11989717067.0
132,132,132,"2. Vật tư văn phòng, công cụ, dụng cụ",,4.458.362.981,3.314.801.546,,,4458362981.0,3314801546.0
133,133,133,3. Chi phí trả trước ngắn hạn,,74.314.488.778,53.559.486.327,,,74314488778.0,53559486327.0
134,134,134,"4. Cẩm cố, thể chấp, ký quỹ, ký cược ngắn hạn",,365.116.300,3.832.647.350,,,365116300.0,3832647350.0
136,136,136,5. Thuế và các khoản phải thu Nhà nước,24,504.363.766,597.877.333,,24.0,504363766.0,597877333.0
137,137,137,6. Tài sản ngắn hạn khác,,2.275.883.968,2.034.798.400,,,2275883968.0,2034798400.0
