row_label_raw,row_label_full,Thuế TNDN hoãn lại phát sinh do trích lập dự phòng chứng khoán chưa niêm yết không được khấu trừ thuế trong năm > Thuế TNDN hoãn lại phát sinh do hoàn nhập/(trích lập) dự phòng suy giảm giá trị các khoản cho vay,Năm nay > - > 124.151.978,Đơn vị tính: VND Năm trước > (2.822.039.320) > (115.539.425),numeric__Năm nay > - > 124.151.978,numeric__Đơn vị tính: VND Năm trước > (2.822.039.320) > (115.539.425)
Thuế TNDN hoãn lại phát sinh do khoản chi phí phát sinh tạm thời chịu thuế,Thuế TNDN hoãn lại phát sinh do khoản chi phí phát sinh tạm thời chịu thuế,Thuế TNDN hoãn lại phát sinh do khoản chi phí phát sinh tạm thời chịu thuế,(1.346.310.041),1.604.113.660,-1346310041.0,1604113660.0
Thuế TNDN hoãn lại từ lợi nhuận của công ty con tạm thời không chịu thuế TNDN,Thuế TNDN hoãn lại từ lợi nhuận của công ty con tạm thời không chịu thuế TNDN,Thuế TNDN hoãn lại từ lợi nhuận của công ty con tạm thời không chịu thuế TNDN,(2.003.546.591),105.220.981,-2003546591.0,105220981.0
Thuế TNDN hoãn lại phát sinh do phần đánh giá (giảm)/tăng tài sản tài chính FVTPL và đánh giá (tăng)/giảm phải trả chứng quyền,Thuế TNDN hoãn lại phát sinh do phần đánh giá (giảm)/tăng tài sản tài chính FVTPL và đánh giá (tăng)/giảm phải trả chứng quyền,Thuế TNDN hoãn lại phát sinh do phần đánh giá (giảm)/tăng tài sản tài chính FVTPL và đánh giá (tăng)/giảm phải trả chứng quyền,(43.683.295.476),20.531.356.248,-43683295476.0,20531356248.0
(Thu nhập)/Chi phí thuế TNDN hoãn lại,(Thu nhập)/Chi phí thuế TNDN hoãn lại,(Thu nhập)/Chi phí thuế TNDN hoãn lại,(46.909.000.130),19.303.112.144,-46909000130.0,19303112144.0
