row_label_raw,row_label_full,CHỈ TIỀU,Thuyết minh,Số dư đầu năm > Ngày 01 tháng 01 năm 2021 > VND,Số dư đầu năm > Ngày 01 tháng 01 năm 2022 > VND,Số tăng/giảm > Năm trước > Tăng > VND,Số tăng/giảm > Năm trước > Giảm > VND,Số tăng/giảm > Năm nay > Tăng > VND,Số tăng/giảm > Năm nay > Giảm > VND,Số dư cuối năm > Ngày 31 tháng 12 năm 2021 > VND,Số dư cuối năm > Ngày 31 tháng 12 năm 2022 > VND,numeric__Thuyết minh,numeric__Số dư đầu năm > Ngày 01 tháng 01 năm 2021 > VND,numeric__Số dư đầu năm > Ngày 01 tháng 01 năm 2022 > VND,numeric__Số tăng/giảm > Năm trước > Tăng > VND,numeric__Số tăng/giảm > Năm trước > Giảm > VND,numeric__Số tăng/giảm > Năm nay > Tăng > VND,numeric__Số tăng/giảm > Năm nay > Giảm > VND,numeric__Số dư cuối năm > Ngày 31 tháng 12 năm 2021 > VND,numeric__Số dư cuối năm > Ngày 31 tháng 12 năm 2022 > VND
A,A,A,B,1,2,3,4,5,6,7,8,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
I. BIÊN ĐỘNG VỐN CHỦ SỞ HỮU,I. BIÊN ĐỘNG VỐN CHỦ SỞ HỮU,I. BIÊN ĐỘNG VỐN CHỦ SỞ HỮU,,,,,,,,,,,,,,,,,,
1. Vốn đầu tư của chủ sở hữu,I. BIÊN ĐỘNG VỐN CHỦ SỞ HỮU > 1. Vốn đầu tư của chủ sở hữu,1. Vốn đầu tư của chủ sở hữu,29.2,6.138.044.019.034,10.642.685.440.635,4.634.136.014.323,(129.494.592.722),7.544.558.359.871,4.163.035.729,10.642.685.440.635,18.191.406.836.235,292.0,6138044019034.0,10642685440635.0,4634136014323.0,-129494592722.0,7544558359871.0,4163035729.0,10642685440635.0,18191406836235.0
1.1.Cổ phiếu phổ thông,I. BIÊN ĐỘNG VỐN CHỦ SỞ HỮU > 1.1.Cổ phiếu phổ thông,1.1.Cổ phiếu phổ thông,29.2,6.029.456.130.000,9.847.500.220.000,3.818.044.090.000,-,5.063.801.150.000,-,9.847.500.220.000,14.911.301.370.000,292.0,6029456130000.0,9847500220000.0,3818044090000.0,,5063801150000.0,,9847500220000.0,14911301370000.0
1.2.Thắng dư vốn cổ phần,I. BIÊN ĐỘNG VỐN CHỦ SỞ HỮU > 1.2.Thắng dư vốn cổ phần,1.2.Thắng dư vốn cổ phần,29.2,29.470.756.034,817.169.133.373,817.241.683.373,(29.543.306.034),2.482.124.439.271,(73.100.000),817.169.133.373,3.299.220.472.644,292.0,29470756034.0,817169133373.0,817241683373.0,-29543306034.0,2482124439271.0,-73100000.0,817169133373.0,3299220472644.0
1.3.Quyền chọn chuyển đổi trải phiếu – Cấu phần vốn,I. BIÊN ĐỘNG VỐN CHỦ SỞ HỮU > 1.3.Quyền chọn chuyển đổi trải phiếu – Cấu phần vốn,1.3.Quyền chọn chuyển đổi trải phiếu – Cấu phần vốn,29.2,113.779.095.785,-,-,(113.779.095.785),-,-,-,-,292.0,113779095785.0,,,-113779095785.0,,,,
1.4.Cổ phiếu quỹ,I. BIÊN ĐỘNG VỐN CHỦ SỞ HỮU > 1.4.Cổ phiếu quỹ,1.4.Cổ phiếu quỹ,29.2,(34.661.962.785),(21.983.912.738),(1.149.759.050),13.827.809.097,(1.367.229.400),4.236.135.729,(21.983.912.738),(19.115.006.409),292.0,-34661962785.0,-21983912738.0,-1149759050.0,13827809097.0,-1367229400.0,4236135729.0,-21983912738.0,-19115006409.0
2. Quỹ dự trữ bổ sung vốn điều lệ,I. BIÊN ĐỘNG VỐN CHỦ SỞ HỮU > 2. Quỹ dự trữ bổ sung vốn điều lệ,2. Quỹ dự trữ bổ sung vốn điều lệ,29.2,522.187.344.649,61.252.419.507,58.252.419.507,(519.187.344.649),-,-,61.252.419.507,61.252.419.507,292.0,522187344649.0,61252419507.0,58252419507.0,-519187344649.0,,,61252419507.0,61252419507.0
3. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,I. BIÊN ĐỘNG VỐN CHỦ SỞ HỮU > 3. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,3. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,29.2,437.679.749.965,495.932.169.472,58.252.419.507,-,-,(495.932.169.472),495.932.169.472,-,292.0,437679749965.0,495932169472.0,58252419507.0,,,-495932169472.0,495932169472.0,
4. Chênh lệch đánh giá lại tài sản theo giá trị hợp lý,I. BIÊN ĐỘNG VỐN CHỦ SỞ HỮU > 4. Chênh lệch đánh giá lại tài sản theo giá trị hợp lý,4. Chênh lệch đánh giá lại tài sản theo giá trị hợp lý,29.2,(4.722.276.606),(3.793.033.106),929.243.500,-,4.320.734.436,(6.814.087.170),(3.793.033.106),(6.286.385.840),292.0,-4722276606.0,-3793033106.0,929243500.0,,4320734436.0,-6814087170.0,-3793033106.0,-6286385840.0
5. Chênh lệch tỷ giả hối đoái,I. BIÊN ĐỘNG VỐN CHỦ SỞ HỮU > 5. Chênh lệch tỷ giả hối đoái,5. Chênh lệch tỷ giả hối đoái,29.2,39.377.296.810,33.624.236.089,-,(5.753.060.721),11.151.051.632,-,33.624.236.089,44.775.287.721,292.0,39377296810.0,33624236089.0,,-5753060721.0,11151051632.0,,33624236089.0,44775287721.0
6. Lợi nhuận chưa phân phối,I. BIÊN ĐỘNG VỐN CHỦ SỞ HỮU > 6. Lợi nhuận chưa phân phối,6. Lợi nhuận chưa phân phối,29.1,2.676.816.162.826,2.927.812.985.141,3.100.113.975.143,(2.849.117.152.828),2.711.996.861.902,(1.685.917.824.992),2.927.812.985.141,3.953.892.022.051,291.0,2676816162826.0,2927812985141.0,3100113975143.0,-2849117152828.0,2711996861902.0,-1685917824992.0,2927812985141.0,3953892022051.0
6.1.Lợi nhuận đã thực hiện,I. BIÊN ĐỘNG VỐN CHỦ SỞ HỮU > 6.1.Lợi nhuận đã thực hiện,6.1.Lợi nhuận đã thực hiện,29.1,2.660.148.273.194,2.798.808.974.439,2.584.889.227.021,(2.446.228.525.776),2.461.131.643.480,(1.179.816.165.270),2.798.808.974.439,4.080.124.452.649,291.0,2660148273194.0,2798808974439.0,2584889227021.0,-2446228525776.0,2461131643480.0,-1179816165270.0,2798808974439.0,4080124452649.0
6.2.Lợi nhuận chưa thực hiện,I. BIÊN ĐỘNG VỐN CHỦ SỞ HỮU > 6.2.Lợi nhuận chưa thực hiện,6.2.Lợi nhuận chưa thực hiện,29.1,16.667.889.632,129.004.010.702,515.224.748.122,(402.888.627.052),250.865.218.422,(506.101.659.722),129.004.010.702,(126.232.430.598),291.0,16667889632.0,129004010702.0,515224748122.0,-402888627052.0,250865218422.0,-506101659722.0,129004010702.0,-126232430598.0
7. Lợi ích cổ đông không kiểm soát,I. BIÊN ĐỘNG VỐN CHỦ SỞ HỮU > 7. Lợi ích cổ đông không kiểm soát,7. Lợi ích cổ đông không kiểm soát,29.1,63.414.755.641,62.568.512.410,-,(846.243.231),77.900.000.000,(1.626.727.424),62.568.512.410,138.841.784.986,291.0,63414755641.0,62568512410.0,,-846243231.0,77900000000.0,-1626727424.0,62568512410.0,138841784986.0
TỔNG CỘNG,I. BIÊN ĐỘNG VỐN CHỦ SỞ HỮU > TỔNG CỘNG,TỔNG CỘNG,,9.872.797.052.319,14.220.082.730.148,7.851.684.071.980,(3.504.398.394.151),10.349.927.007.841,(2.186.127.773.329),14.220.082.730.148,22.383.881.964.660,,9872797052319.0,14220082730148.0,7851684071980.0,-3504398394151.0,10349927007841.0,-2186127773329.0,14220082730148.0,22383881964660.0
