row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày > 30.9.2024 VND,Tại ngày > 30.9.2023 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày > 30.9.2024 VND,numeric__Tại ngày > 30.9.2023 VND
300,300,300,NỘ PHẢI TRÀ,,8.878.813.931.686,6.829.845.298.714,,,8878813931686.0,6829845298714.0
310,310,310,Nợ ngắn hạn,,8.864.853.420.561,6.815.609.482.547,,,8864853420561.0,6815609482547.0
311,311,311,Phải trả người bán ngắn hạn,13,2.853.606.214.481,3.330.483.232.614,,13.0,2853606214481.0,3330483232614.0
312,312,312,Người mua trả tiền trước ngắn hạn,14,179.999.887.975,129.957.335.766,,14.0,179999887975.0,129957335766.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,15(c),74.417.109.924,145.505.586.644,,,74417109924.0,145505586644.0
314,314,314,Phải trả người lao động,,64.468.071.697,48.600.453.107,,,64468071697.0,48600453107.0
315,315,315,Chi phí phải trả ngắn hạn,16,208.807.717.032,66.684.028.030,,16.0,208807717032.0,66684028030.0
319,319,319,Phải trả ngắn hạn khác,17,137.451.191.503,42.122.470.287,,17.0,137451191503.0,42122470287.0
320,320,320,Vay ngắn hạn,18,5.310.715.159.144,2.903.786.802.438,,18.0,5310715159144.0,2903786802438.0
322,322,322,"Quỹ khen thưởng, phúc lợi",19,35.388.068.805,148.469.573.661,,19.0,35388068805.0,148469573661.0
330,330,330,Nợ dài hạn,,13.960.511.125,14.235.816.167,,,13960511125.0,14235816167.0
337,337,337,Phải trả dài hạn khác,,709.500.000,709.500.000,,,709500000.0,709500000.0
342,342,342,Dự phòng phải trả dài hạn,,13.251.011.125,13.526.316.167,,,13251011125.0,13526316167.0
400,400,400,VỐN CHỦ SỞ HỮU,,11.432.969.984.383,11.281.950.970.475,,,11432969984383.0,11281950970475.0
410,410,410,Vốn chủ sở hữu,,11.432.969.984.383,11.281.950.970.475,,,11432969984383.0,11281950970475.0
411,411,411,Vốn góp của chủ sở hữu,"21, 22",6.159.823.090.000,6.159.823.090.000,,,6159823090000.0,6159823090000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,6.159.823.090.000,6.159.823.090.000,,,6159823090000.0,6159823090000.0
412,412,412,Thặng dư vốn cổ phần,22,157.292.539.068,157.292.539.068,,22.0,157292539068.0,157292539068.0
420,420,420,Quỹ khác thuộc vốn chủ sở hữu,22,50.993.213.769,77.910.496.944,,22.0,50993213769.0,77910496944.0
421,421,421,"Lợi nhuận sau thuế (""LNST"")chưa phân phối",22,5.064.861.141.546,4.886.924.844.463,,22.0,5064861141546.0,4886924844463.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,4.576.082.907.573,4.638.635.861.919,,,4576082907573.0,4638635861919.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,488.778.233.973,248.288.982.544,,,488778233973.0,248288982544.0
440,440,440,TỔNG NGUỒN VỐN,,20.311.783.916.069,18.111.796.269.189,,,20311783916069.0,18111796269189.0
