row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày > 30.9.2024 VND,Tại ngày > 30.9.2023 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày > 30.9.2024 VND,numeric__Tại ngày > 30.9.2023 VND
100,100,100,TÀI SẢN NGÂN HẠN,,15.547.886.617.815,13.186.804.684.705,,,15547886617815.0,13186804684705.0
110,110,110,Tiền và các khoản tương đương tiền,3,427.778.817.941,501.386.999.566,,3.0,427778817941.0,501386999566.0
111,111,111,Tiền,,426.922.790.174,500.636.999.566,,,426922790174.0,500636999566.0
112,112,112,Các khoản tương đương tiền,,856.027.767,750.000.000,,,856027767.0,750000000.0
120,120,120,Đầu tư tài chính ngắn hạn,,21.278.737.672,20.560.958.904,,,21278737672.0,20560958904.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),21.278.737.672,20.560.958.904,,,21278737672.0,20560958904.0
130,130,130,Các khoản phải thu ngắn hạn,,10.613.408.098.640,8.405.245.948.063,,,10613408098640.0,8405245948063.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,9.337.308.709.135,7.416.195.465.814,,5.0,9337308709135.0,7416195465814.0
132,132,132,Trả trước cho người bán ngắn hạn,6,535.694.209.756,26.549.614.993,,6.0,535694209756.0,26549614993.0
135,135,135,Phải thu về cho vay ngắn hạn,7,374.000.000.000,118.500.000.000,,7.0,374000000000.0,118500000000.0
136,136,136,Phải thu ngắn hạn khác,8(a),366.833.818.035,854.774.675.210,,,366833818035.0,854774675210.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,,(428.638.286),(10.773.807.954),,,-428638286.0,-10773807954.0
140,140,140,Hàng tồn kho,9,3.943.145.442.782,3.749.491.109.277,,9.0,3943145442782.0,3749491109277.0
141,141,141,Hàng tồn kho,,4.064.994.260.176,3.876.500.070.101,,,4064994260176.0,3876500070101.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(121.848.817.394),(127.008.960.824),,,-121848817394.0,-127008960824.0
150,150,150,Tài sản ngắn hạn khác,,542.275.520.780,510.119.668.895,,,542275520780.0,510119668895.0
151,151,151,Chi phí trả trước ngắn hạn,10(a),86.974.686.528,96.483.062.965,,,86974686528.0,96483062965.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",15(a),326.902.155.004,285.106.020.138,,,326902155004.0,285106020138.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,15(b),128.398.679.248,128.530.585.792,,,128398679248.0,128530585792.0
200,200,200,TÀI SẢN DÀI HẠN,,4.763.897.298.254,4.924.991.584.484,,,4763897298254.0,4924991584484.0
210,210,210,Các khoản phải thu dài hạn,,175.741.186.200,140.931.524.246,,,175741186200.0,140931524246.0
216,216,216,Phải thu dài hạn khác,8(b),175.741.186.200,140.931.524.246,,,175741186200.0,140931524246.0
220,220,220,Tài sản cố định,,844.402.354.164,1.016.313.002.019,,,844402354164.0,1016313002019.0
221,221,221,Tài sản cố định hữu hình,11(a),666.709.132.303,848.743.235.444,,,666709132303.0,848743235444.0
222,222,222,Nguyễn giá,,3.851.460.375.484,3.888.602.489.525,,,3851460375484.0,3888602489525.0
223,223,223,Giá trị khấu hao lũy kế,,(3.184.751.243.181),(3.039.859.254.081),,,-3184751243181.0,-3039859254081.0
227,227,227,Tài sản cố định vô hình,11(b),177.693.221.861,167.569.766.575,,,177693221861.0,167569766575.0
228,228,228,Nguyễn giá,,270.506.314.710,254.559.214.510,,,270506314710.0,254559214510.0
229,229,229,Giá trị khấu hao lũy kế,,(92.813.092.849),(86.989.447.935),,,-92813092849.0,-86989447935.0
240,240,240,Tài sản dở dang dài hạn,,9.027.013.569,27.180.502.737,,,9027013569.0,27180502737.0
242,242,242,Chi phí xây dựng cơ bản dở dang,12,9.027.013.569,27.180.502.737,,12.0,9027013569.0,27180502737.0
250,250,250,Đầu tư tài chính dài hạn,,3.595.595.087.671,3.589.850.000.000,,,3595595087671.0,3589850000000.0
251,251,251,Đầu tư vào công ty con,4(b),3.594.595.087.671,3.588.850.000.000,,,3594595087671.0,3588850000000.0
252,252,252,Đầu tư vào công ty liên kết,4(b),,,,,,
255,252 > 255,255,Đầu tư nắm giữ đến ngày đáo hạn,4(a),1.000.000.000,1.000.000.000,,,1000000000.0,1000000000.0
260,252 > 260,260,Tài sản dài hạn khác,,139.131.656.650,150.716.555.482,,,139131656650.0,150716555482.0
261,252 > 261,261,Chi phí trả trước dài hạn,10(b),62.373.737.291,100.428.317.304,,,62373737291.0,100428317304.0
262,252 > 262,262,Tài sản thuế thu nhập hoãn lại,20,76.757.919.359,50.288.238.178,,20.0,76757919359.0,50288238178.0
270,252 > 270,270,TỔNG TÀI SẢN,,20.311.783.916.069,18.111.796.269.189,,,20311783916069.0,18111796269189.0
