row_label_raw,row_label_full,Công ty TNHH Một thành viên Hoa Sen Phú Mỹ,242.799.000,60.033.712,numeric__242.799.000,numeric__60.033.712
Công ty Trách nhiệm hữu hạn Một thành viên Hoa Sen Nghệ An,Công ty Trách nhiệm hữu hạn Một thành viên Hoa Sen Nghệ An,Công ty Trách nhiệm hữu hạn Một thành viên Hoa Sen Nghệ An,221.157.000,48.548.688,221157000.0,48548688.0
Công ty Cổ phần Nhựa Hoa Sen,Công ty Cổ phần Nhựa Hoa Sen,Công ty Cổ phần Nhựa Hoa Sen,156.762.825,97.071.400,156762825.0,97071400.0
Công ty TNHH Một thành viên Hoa Sen Bình Định,Công ty TNHH Một thành viên Hoa Sen Bình Định,Công ty TNHH Một thành viên Hoa Sen Bình Định,909.091,153.268.494,909091.0,153268494.0
Công ty Trách nhiệm hữu hạn Một thành viên Hoa Sen Nhơn Hội - Bình Định,Công ty Trách nhiệm hữu hạn Một thành viên Hoa Sen Nhơn Hội - Bình Định,Công ty Trách nhiệm hữu hạn Một thành viên Hoa Sen Nhơn Hội - Bình Định,-,16.535.000,,16535000.0
Công ty TNHH Một thành viên Tôn Hoa Sen,Công ty TNHH Một thành viên Tôn Hoa Sen,Công ty TNHH Một thành viên Tôn Hoa Sen,-,18.702.475.219,,18702475219.0
,,,621.627.916,19.077.932.513,621627916.0,19077932513.0
