row_label_raw,row_label_full,col_0,col_1,Năm tài chính kết thúc ngày,Năm tài chính kết thúc ngày_1,numeric__col_1,numeric__Năm tài chính kết thúc ngày,numeric__Năm tài chính kết thúc ngày_1
,,,,30.9.2024VND,30.9.2023VND,,,
(vi),(vi),(vi),Thu nhập lãi,,,,,
(vi),(vi),(vi),Lãi cho vay,,,,,
(vi),(vi),(vi),Công ty con,,,,,
(vi),(vi) > (vi),(vi),Công ty Cổ phần Nhựa Hoa Sen,6.554.897.262,385.178.082,,6554897262.0,385178082.0
(vi),(vi) > (vi),(vi),Công ty Cổ phần Hoa Sen Yên Bái,45.087.671,2.205.821.918,,45087671.0,2205821918.0
(vi),(vi) > (vi),(vi),,6.599.984.933,2.591.000.000,,6599984933.0,2591000000.0
(vi),(vi),(vi),Lãi thu từ khách hàng chậm thanh toán,,,,,
(vi),(vi),(vi),Công ty con,,,,,
(vi),(vi) > (vi),(vi),Công ty Cổ phần Nhựa Hoa Sen,9.595.177.349,-,,9595177349.0,
(vi),(vi),(vi),Bên liên quan khác,,,,,
(vi),(vi) > (vi),(vi),Công ty TNHH Tập đoàn Đầu tư Hoa Sen,39.775.092,196.103.790,,39775092.0,196103790.0
(vi),(vi) > (vi),(vi),,9.634.952.441,196.103.790,,9634952441.0,196103790.0
(vii),(vii),(vii),Lợi nhuận được chia (Thuyết minh 26),,,,,
(vii),(vii),(vii),Công ty con,,,,,
(vii),(vii) > (vii),(vii),Công ty Trách nhiệm hữu hạn Một thành viên Hoa Sen Nghệ An,233.211.069.581,452.606.481.613,,233211069581.0,452606481613.0
(vii),(vii) > (vii),(vii),Công ty TNHH Một thành viên Tôn Hoa Sen,65.230.722.689,79.701.680.202,,65230722689.0,79701680202.0
(vii),(vii) > (vii),(vii),Công ty Trách nhiệm hữu hạn Một thành viên Hoa Sen Hà Nam,-,21.967.536.471,,,21967536471.0
(vii),(vii) > (vii),(vii),Công ty TNHH Một thành viên Hoa Sen Bình Định,-,14.943.615.661,,,14943615661.0
(vii),(vii) > (vii),(vii),,298.441.792.270,569.219.313.947,,298441792270.0,569219313947.0
