row_label_raw,row_label_full,Trong nước VND,Nước ngoài VND,Tổng cộng VND,numeric__Nước ngoài VND,numeric__Tổng cộng VND
48.044.118.276.974(46.770.486.975.472),48.044.118.276.974(46.770.486.975.472),48.044.118.276.974(46.770.486.975.472),18.668.429.521.777(16.703.312.072.811),66.712.547.798.751(63.473.799.048.283),,
1.273.631.301.502,48.044.118.276.974(46.770.486.975.472) > 1.273.631.301.502,1.273.631.301.502,1.965.117.448.966,3.238.748.750.468,1965117448966.0,3238748750468.0
Năm tài chính kết thúc ngày 30 tháng 9 năm 2023,Năm tài chính kết thúc ngày 30 tháng 9 năm 2023,Năm tài chính kết thúc ngày 30 tháng 9 năm 2023,Năm tài chính kết thúc ngày 30 tháng 9 năm 2023,Năm tài chính kết thúc ngày 30 tháng 9 năm 2023,,
Trong nước VND,Trong nước VND,Trong nước VND,Nước ngoài VND,Tổng cộng VND,,
39.593.660.448.682(38.503.724.674.301),39.593.660.448.682(38.503.724.674.301),39.593.660.448.682(38.503.724.674.301),13.011.102.718.508(11.972.902.780.197),52.604.763.167.190(50.476.627.454.498),,
1.089.935.774.381,39.593.660.448.682(38.503.724.674.301) > 1.089.935.774.381,1.089.935.774.381,1.038.199.938.311,2.128.135.712.692,1038199938311.0,2128135712692.0
