row_label_raw,row_label_full,col_0,Năm tài chính kết thúc ngày,Năm tài chính kết thúc ngày_1,numeric__Năm tài chính kết thúc ngày,numeric__Năm tài chính kết thúc ngày_1
,,,30.9.2024VND,30.9.2023VND,,
(ii) Mua hàng hóa và dịch vụ,(ii) Mua hàng hóa và dịch vụ,(ii) Mua hàng hóa và dịch vụ,(ii) Mua hàng hóa và dịch vụ,(ii) Mua hàng hóa và dịch vụ,,
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,
Công ty TNHH Một thành viên Tôn Hoa Sen,Công ty con > Công ty TNHH Một thành viên Tôn Hoa Sen,Công ty TNHH Một thành viên Tôn Hoa Sen,12.405.238.116.358,11.165.960.437.401,12405238116358.0,11165960437401.0
Công ty Trách nhiệm hữu hạn Một thành viên Hoa Sen Nghệ An,Công ty con > Công ty Trách nhiệm hữu hạn Một thành viên Hoa Sen Nghệ An,Công ty Trách nhiệm hữu hạn Một thành viên Hoa Sen Nghệ An,10.562.180.703.366,7.793.586.598.065,10562180703366.0,7793586598065.0
Công ty Trách nhiệm hữu hạn Một thành viên Hoa Sen Nhơn Hội - Bình Định,Công ty con > Công ty Trách nhiệm hữu hạn Một thành viên Hoa Sen Nhơn Hội - Bình Định,Công ty Trách nhiệm hữu hạn Một thành viên Hoa Sen Nhơn Hội - Bình Định,3.853.646.450.028,1.916.112.040.043,3853646450028.0,1916112040043.0
Công ty TNHH Một thành viên Hoa Sen Phú Mỹ,Công ty con > Công ty TNHH Một thành viên Hoa Sen Phú Mỹ,Công ty TNHH Một thành viên Hoa Sen Phú Mỹ,1.768.285.426.641,2.785.054.225.698,1768285426641.0,2785054225698.0
Công ty TNHH Một thành viên Hoa Sen Bình Định,Công ty con > Công ty TNHH Một thành viên Hoa Sen Bình Định,Công ty TNHH Một thành viên Hoa Sen Bình Định,1.189.359.711.034,1.293.271.910.688,1189359711034.0,1293271910688.0
Công ty Trách nhiệm hữu hạn Một thành viên Hoa Sen Hà Nam,Công ty con > Công ty Trách nhiệm hữu hạn Một thành viên Hoa Sen Hà Nam,Công ty Trách nhiệm hữu hạn Một thành viên Hoa Sen Hà Nam,434.369.161.177,439.561.969.178,434369161177.0,439561969178.0
Công ty Trách nhiệm hữu hạn Một thành viên Vật liệu Xây dựng Hoa Sen Yên Bái,Công ty con > Công ty Trách nhiệm hữu hạn Một thành viên Vật liệu Xây dựng Hoa Sen Yên Bái,Công ty Trách nhiệm hữu hạn Một thành viên Vật liệu Xây dựng Hoa Sen Yên Bái,165.353.720.817,223.920.231.335,165353720817.0,223920231335.0
Công ty Cổ phần Nhựa Hoa Sen,Công ty con > Công ty Cổ phần Nhựa Hoa Sen,Công ty Cổ phần Nhựa Hoa Sen,11.508.188.113,11.063.460.088,11508188113.0,11063460088.0
Công ty Cổ phần Hoa Sen Yên Bái,Công ty con > Công ty Cổ phần Hoa Sen Yên Bái,Công ty Cổ phần Hoa Sen Yên Bái,2.909.244.624,-,2909244624.0,
Bên liên quan khác,Bên liên quan khác,Bên liên quan khác,Bên liên quan khác,Bên liên quan khác,,
Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Bên liên quan khác > Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,240.727.530.221,54.055.696.572,240727530221.0,54055696572.0
Công ty TNHH Một thành viên Đầu tư Hoa Sen Nghệ An,Bên liên quan khác > Công ty TNHH Một thành viên Đầu tư Hoa Sen Nghệ An,Công ty TNHH Một thành viên Đầu tư Hoa Sen Nghệ An,302.125.888,442.906.542,302125888.0,442906542.0
Công ty TNHH Tổ chức biểu diễn Nghệ thuật và Hòa nhạc Quốc tế Hoa Sen,Bên liên quan khác > Công ty TNHH Tổ chức biểu diễn Nghệ thuật và Hòa nhạc Quốc tế Hoa Sen,Công ty TNHH Tổ chức biểu diễn Nghệ thuật và Hòa nhạc Quốc tế Hoa Sen,-,35.450.000.000,,35450000000.0
,,,30.633.880.378.267,25.718.479.475.610,30633880378267.0,25718479475610.0
