row_label_raw,row_label_full,col_0,Năm tài chính kết thúc ngày,Năm tài chính kết thúc ngày_1,numeric__Năm tài chính kết thúc ngày,numeric__Năm tài chính kết thúc ngày_1
,,,30.9.2024VND,30.9.2023VND,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,27.180.502.737,106.037.865.309,27180502737.0,106037865309.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,28.120.911.453,105.729.807.473,28120911453.0,105729807473.0
Chuyển sang TSCĐ hữu hình(Thuyết minh 11(a)),Chuyển sang TSCĐ hữu hình(Thuyết minh 11(a)),Chuyển sang TSCĐ hữu hình(Thuyết minh 11(a)),(22.592.254.798),(128.966.965.597),-22592254798.0,-128966965597.0
Chuyển sang TSCĐ vô hình(Thuyết minh 11(b)),Chuyển sang TSCĐ vô hình(Thuyết minh 11(b)),Chuyển sang TSCĐ vô hình(Thuyết minh 11(b)),(15.947.100.200),-,-15947100200.0,
Chuyển sang chi phí trả trước dài hạn(Thuyết minh 10(b)),Chuyển sang chi phí trả trước dài hạn(Thuyết minh 10(b)),Chuyển sang chi phí trả trước dài hạn(Thuyết minh 10(b)),(6.398.610.083),(52.200.883.683),-6398610083.0,-52200883683.0
Chuyển sang chi phí trả trước ngắn hạn,Chuyển sang chi phí trả trước ngắn hạn,Chuyển sang chi phí trả trước ngắn hạn,(1.336.435.540),(3.419.320.765),-1336435540.0,-3419320765.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,9.027.013.569,27.180.502.737,9027013569.0,27180502737.0
