row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộng triệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộng triệu đồng
,,,Trên 3 tháng triệu đồng,Đến 3 tháng triệu đồng,Đến 1 tháng triệu đồng,Từ 1 đến 3 tháng triệu đồng,Từ 3 đến 12 tháng triệu đồng,Từ 1 đến 5 năm triệu đồng,Trên 5 năm triệu đồng,Tổng cộng triệu đồng,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,-,6.911.704,-,-,-,-,6.911.704,,,6911704.0,,,,,6911704.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,23.167.119,-,-,-,-,23.167.119,,,23167119.0,,,,,23167119.0
Tiền gửi tại và cho vay các TCTD khác (*),Tài sản > Tiền gửi tại và cho vay các TCTD khác (*),Tiền gửi tại và cho vay các TCTD khác (*),-,-,109.232.227,19.795.393,2.332.000,-,-,131.359.620,,,109232227.0,19795393.0,2332000.0,,,131359620.0
Chứng khoán kinh doanh (*),Tài sản > Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),-,-,1.851.263,-,-,-,-,1.851.263,,,1851263.0,,,,,1851263.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,281.166,-,-,-,-,281.166,,,281166.0,,,,,281166.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),13.635.375,5.192.479,53.888.643,178.559.879,299.693.236,131.391.500,173.551.526,855.912.638,13635375.0,5192479.0,53888643.0,178559879.0,299693236.0,131391500.0,173551526.0,855912638.0
Chứng khoán đầu tư (*),Tài sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),480.850,590.000,2.791.786,5.101.500,4.714.021,64.354.284,25.224.619,103.257.060,480850.0,590000.0,2791786.0,5101500.0,4714021.0,64354284.0,25224619.0,103257060.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,-,6.449.775,6.449.775,,,,,,,6449775.0,6449775.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,-,-,-,-,10.739.189,10.739.189,,,,,,,10739189.0,10739189.0
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),158,-,-,-,177.901,-,30.140.186,30.318.245,158.0,,,,177901.0,,30140186.0,30318245.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,14.116.383,5.782.479,198.123.908,203.456.772,306.917.158,195.745.784,246.105.295,1.170.247.779,14116383.0,5782479.0,198123908.0,203456772.0,306917158.0,195745784.0,246105295.0,1170247779.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
