row_label_raw,row_label_full,col_0,Trang,numeric__Trang
Thông tin chung,Thông tin chung,Thông tin chung,1 - 3,
Báo cáo của Ban Điều hành,Thông tin chung > Báo cáo của Ban Điều hành,Báo cáo của Ban Điều hành,4,4.0
Báo cáo kiểm toán độc lập,Báo cáo kiểm toán độc lập,Báo cáo kiểm toán độc lập,5 - 6,
Bằng cân đối kế toán riêng,Bằng cân đối kế toán riêng,Bằng cân đối kế toán riêng,7 - 9,
Báo cáo kết quả hoạt động kinh doanh riêng,Bằng cân đối kế toán riêng > Báo cáo kết quả hoạt động kinh doanh riêng,Báo cáo kết quả hoạt động kinh doanh riêng,10,10.0
Báo cáo lưu chuyển tiền tệ riêng,Báo cáo lưu chuyển tiền tệ riêng,Báo cáo lưu chuyển tiền tệ riêng,11 - 12,
Thuyết minh báo cáo tài chính riêng,Thuyết minh báo cáo tài chính riêng,Thuyết minh báo cáo tài chính riêng,13 - 71,
