row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2018triệu đồng,%,Ngày 31 tháng 12năm 2017triệu đồng,%_1,numeric__Ngày 31 tháng 12năm 2018triệu đồng,numeric__%,numeric__Ngày 31 tháng 12năm 2017triệu đồng,numeric__%_1
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,35.740.891,"4,18",30.621.511,"3,91",35740891.0,4.18,30621511.0,3.91
Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,38.826.236,"4,54",51.776.421,"6,61",38826236.0,4.54,51776421.0,6.61
Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,6.559.862,"0,77",7.321.453,"0,93",6559862.0,0.77,7321453.0,0.93
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,190.666.004,"22,28",167.452.303,"21,39",190666004.0,22.28,167452303.0,21.39
Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,31.940.752,"3,73",39.643.437,"5,06",31940752.0,3.73,39643437.0,5.06
Công ty Cổ phần khác,Công ty Cổ phần khác,Công ty Cổ phần khác,245.718.147,"28,70",227.257.671,"29,03",245718147.0,28.7,227257671.0,29.03
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,25.244,-,67.494,"0,01",25244.0,,67494.0,0.01
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,12.228.918,"1,43",14.215.666,"1,81",12228918.0,1.43,14215666.0,1.81
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,45.597.397,"5,33",44.511.316,"5,69",45597397.0,5.33,44511316.0,5.69
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,1.338.775,"0,16",1.317.511,"0,17",1338775.0,0.16,1317511.0,0.17
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",244.826.819,"28,60",195.050.171,"24,92",244826819.0,28.6,195050171.0,24.92
"Đơn vị hành chính sự nghiệp, đăng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, đăng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, đăng, đoàn thể và hiệp hội",2.173.765,"0,25",2.792.703,"0,36",2173765.0,0.25,2792703.0,0.36
Các thành phần kinh tế khác,Các thành phần kinh tế khác,Các thành phần kinh tế khác,269.828,"0,03",827.022,"0,11",269828.0,0.03,827022.0,0.11
,,,855.912.638,100,782.854.679,100,855912638.0,100.0,782854679.0,100.0
