row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2018triệu đồng,Ngày 31 tháng 12năm 2017triệu đồng,numeric__Ngày 31 tháng 12năm 2018triệu đồng,numeric__Ngày 31 tháng 12năm 2017triệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,86.844.607,123.640.998,86844607.0,123640998.0
Trái phiếu Chính phủ,Trái phiếu Chính phủ,Trái phiếu Chính phủ,41.709.054,52.402.291,41709054.0,52402291.0
Trái phiếu do các TCTD trong nước phát hành,Trái phiếu do các TCTD trong nước phát hành,Trái phiếu do các TCTD trong nước phát hành,23.629.095,26.616.464,23629095.0,26616464.0
Trái phiếu do các TCKT trong nước phát hành,Trái phiếu do các TCKT trong nước phát hành,Trái phiếu do các TCKT trong nước phát hành,21.506.458,44.622.243,21506458.0,44622243.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,398.902,398.902,398902.0,398902.0
Chứng khoán Vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán Vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán Vốn do các tổ chức kinh tế trong nước phát hành,398.902,398.902,398902.0,398902.0
Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,(451.456),(594.658),-451456.0,-594658.0
Trong đó:,Trong đó:,Trong đó:,,,,
Dự phòng giảm giá,Trong đó: > Dự phòng giảm giá,Dự phòng giảm giá,(117.473),(120.039),-117473.0,-120039.0
Dự phòng chung,Trong đó: > Dự phòng chung,Dự phòng chung,(333.983),(474.619),-333983.0,-474619.0
Dự phòng cụ thể,Dự phòng cụ thể,Dự phòng cụ thể,-,-,,
,,,86.792.053,123.445.242,86792053.0,123445242.0
