row_label_raw,row_label_full,col_0,Không chịu lãi triệu đồng,Trên 3 tháng triệu đồng,Đến 3 tháng triệu đồng,Đến 1 tháng triệu đồng,Từ 1 - 3 tháng triệu đồng,Từ 3 - 6 tháng triệu đồng,Từ 6 - 12 tháng triệu đồng,Từ 1 - 5 năm triệu đồng,Trên 5 năm triệu đồng,Tổng cộng triệu đồng,numeric__Không chịu lãi triệu đồng,numeric__Trên 3 tháng triệu đồng,numeric__Đến 3 tháng triệu đồng,numeric__Đến 1 tháng triệu đồng,numeric__Từ 1 - 3 tháng triệu đồng,numeric__Từ 3 - 6 tháng triệu đồng,numeric__Từ 6 - 12 tháng triệu đồng,numeric__Từ 1 - 5 năm triệu đồng,numeric__Trên 5 năm triệu đồng,numeric__Tổng cộng triệu đồng
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",6.911.704,-,-,-,-,-,-,-,-,6.911.704,6911704.0,,,,,,,,,6911704.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,-,23.167.119,-,-,-,-,-,23.167.119,,,,23167119.0,,,,,,23167119.0
Tiền gửi tại và cho vay các TCTD khác (*),Tài sản > Tiền gửi tại và cho vay các TCTD khác (*),Tiền gửi tại và cho vay các TCTD khác (*),-,-,-,109.232.227,19.795.393,1.220.000,1.112.000,-,-,131.359.620,,,,109232227.0,19795393.0,1220000.0,1112000.0,,,131359620.0
Chứng khoán kinh doanh (*),Tài sản > Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),-,-,-,1.851.263,-,-,-,-,-,1.851.263,,,,1851263.0,,,,,,1851263.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,-,281.166,-,-,-,-,-,281.166,,,,281166.0,,,,,,281166.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),-,13.635.375,5.192.479,307.378.208,248.505.531,203.987.647,55.421.059,19.749.297,2.043.042,855.912.638,,13635375.0,5192479.0,307378208.0,248505531.0,203987647.0,55421059.0,19749297.0,2043042.0,855912638.0
Chứng khoán đầu tư (*),Tài sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),13.825.705,480.850,590.000,3.745.416,15.829.190,7.907.000,2.520.000,37.524.421,20.834.478,103.257.060,13825705.0,480850.0,590000.0,3745416.0,15829190.0,7907000.0,2520000.0,37524421.0,20834478.0,103257060.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",6.449.775,-,-,-,-,-,-,-,-,6.449.775,6449775.0,,,,,,,,,6449775.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,10.739.189,-,-,-,-,-,-,-,-,10.739.189,10739189.0,,,,,,,,,10739189.0
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),30.318.087,158,-,-,-,-,-,-,-,30.318.245,30318087.0,158.0,,,,,,,,30318245.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,68.244.460,14.116.383,5.782.479,445.655.399,284.130.114,213.114.647,59.053.059,57.273.718,22.877.520,1.170.247.779,68244460.0,14116383.0,5782479.0,445655399.0,284130114.0,213114647.0,59053059.0,57273718.0,22877520.0,1170247779.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,
Các khoản nợ NHNN,Nợ phải trả > Các khoản nợ NHNN,Các khoản nợ NHNN,-,-,-,56.238.982,3.853.941,878.473,1.628.763,-,-,62.600.159,,,,56238982.0,3853941.0,878473.0,1628763.0,,,62600159.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,-,89.416.148,14.994.818,2.748.525,1.591.639,-,-,108.751.130,,,,89416148.0,14994818.0,2748525.0,1591639.0,,,108751130.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,-,129.346.741,206.670.140,200.444.361,182.192.553,104.966.456,725.460,824.345.711,,,,129346741.0,206670140.0,200444361.0,182192553.0,104966456.0,725460.0,824345711.0
"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,-,-,2.805.478,229.176,-,2.899.375,-,5.934.029,,,,,2805478.0,229176.0,,2899375.0,,5934029.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,1.259,-,3.415.100,18.850.000,23.750.000,,46.016.359,,,,1259.0,,3415100.0,18850000.0,23750000.0,,46016359.0
Các khoản nợ khác (*),Nợ phải trả > Các khoản nợ khác (*),Các khoản nợ khác (*),41.996.881,-,-,-,-,-,-,-,-,41.996.881,41996881.0,,,,,,,,,41996881.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,41.996.881,-,-,275.003.130,228.324.377,207.715.635,204.262.955,131.615.831,725.460,1.089.644.269,41996881.0,,,275003130.0,228324377.0,207715635.0,204262955.0,131615831.0,725460.0,1089644269.0
Mức chênh nhạy cảm với lãi suất nội bảng,Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội bảng,Mức chênh nhạy cảm với lãi suất nội bảng,26.247.579,14.116.383,5.782.479,170.652.269,55.805.737,5.399.012,(145.209.896),(74.342.113),22.152.060,80.603.510,26247579.0,14116383.0,5782479.0,170652269.0,55805737.0,5399012.0,-145209896.0,-74342113.0,22152060.0,80603510.0
Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của tài sản và công nợ (ròng),Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của tài sản và công nợ (ròng),Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của tài sản và công nợ (ròng),-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Mức chênh nhạy cảm với lãi suất nội, ngoại bảng","Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của tài sản và công nợ (ròng) > Mức chênh nhạy cảm với lãi suất nội, ngoại bảng","Mức chênh nhạy cảm với lãi suất nội, ngoại bảng",26.247.579,14.116.383,5.782.479,170.652.269,55.805.737,5.399.012,(145.209.896),(74.342.113),22.152.060,80.603.510,26247579.0,14116383.0,5782479.0,170652269.0,55805737.0,5399012.0,-145209896.0,-74342113.0,22152060.0,80603510.0
