row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay triệu đồng,Tổng tiền gửi triệu đồng,Các cam kết tín dụng triệu đồng,CCTC phái sinh triệu đồng,Kinh doanh và đầu tư chứng khoán triệu đồng,numeric__Tổng dư nợ cho vay triệu đồng,numeric__Tổng tiền gửi triệu đồng,numeric__Các cam kết tín dụng triệu đồng,numeric__CCTC phái sinh triệu đồng,numeric__Kinh doanh và đầu tư chứng khoán triệu đồng
Trong nước,Trong nước,Trong nước,857.679.471,954.912.835,113.336.163,281.166,105.108.323,857679471.0,954912835.0,113336163.0,281166.0,105108323.0
Nước ngoài,Nước ngoài,Nước ngoài,3.240.333,698.260,172.514,-,-,3240333.0,698260.0,172514.0,,
,,,860.919.804,955.611.095,113.508.677,281.166,105.108.323,860919804.0,955611095.0,113508677.0,281166.0,105108323.0
