row_label_raw,row_label_full,col_0,Thuyết minh,2018 triệu đồng,2017 triệu đồng,numeric__Thuyết minh,numeric__2018 triệu đồng,numeric__2017 triệu đồng
LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,80.975.589,64.036.507,,80975589.0,64036507.0
Chi phí lãi và các chi phí tương tự đã trả,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(47.947.659),(35.688.556),,-47947659.0,-35688556.0
Thu nhập từ hoạt động dịch vụ nhận được,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,2.122.683,1.481.919,,2122683.0,1481919.0
"Chênh lệch số tiền thực thu từ hoạt động kinh doanh (ngoại tệ, vàng bậc, chứng khoán)","LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu từ hoạt động kinh doanh (ngoại tệ, vàng bậc, chứng khoán)","Chênh lệch số tiền thực thu từ hoạt động kinh doanh (ngoại tệ, vàng bậc, chứng khoán)",,1.142.758,1.071.890,,1142758.0,1071890.0
Chi phí khác,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí khác,Chi phí khác,,70.245,(425.992),,70245.0,-425992.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",,1.944.503,2.288.622,,1944503.0,2288622.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(13.838.356),(12.565.302),,-13838356.0,-12565302.0
Tiền thuế thu nhập thực nộp trong năm,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,23,(1.435.911),(1.694.735),23.0,-1435911.0,-1694735.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,,23.033.852,18.504.353,,23033852.0,18504353.0
Những thay đổi về tài sản hoạt động,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,(58.442.084),(133.623.106),,-58442084.0,-133623106.0
Giảm/(tăng) các khoản tiền gửi và cho vay các tổ chức tín dụng khác,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm/(tăng) các khoản tiền gửi và cho vay các tổ chức tín dụng khác,Giảm/(tăng) các khoản tiền gửi và cho vay các tổ chức tín dụng khác,,1.485.958,(2.178.278),,1485958.0,-2178278.0
Giảm các khoản về kinh doanh chứng khoán,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm các khoản về kinh doanh chứng khoán,Giảm các khoản về kinh doanh chứng khoán,,25.845.427,9.159.783,,25845427.0,9159783.0
Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,247.596,153.928,,247596.0,153928.0
Tăng các khoản cho vay khách hàng,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(72.836.662),(124.591.426),,-72836662.0,-124591426.0
"Tăng nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác","LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác","Tăng nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác",,(2.673.623),(7.663.702),,-2673623.0,-7663702.0
Tăng khác về tài sản hoạt động,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng khác về tài sản hoạt động,Tăng khác về tài sản hoạt động,,(10.510.780),(8.503.411),,-10510780.0,-8503411.0
Những thay đổi về nợ phải trả hoạt động,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,,59.801.180,139.397.784,,59801180.0,139397784.0
Tăng các khoản nợ Chính phủ và Ngân hàng Nhà nước,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản nợ Chính phủ và Ngân hàng Nhà nước,Tăng các khoản nợ Chính phủ và Ngân hàng Nhà nước,,47.393.260,10.398.482,,47393260.0,10398482.0
"(Giảm)/tăng các khoản tiền gửi, tiền vay các tổ chức tín dụng","LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > (Giảm)/tăng các khoản tiền gửi, tiền vay các tổ chức tín dụng","(Giảm)/tăng các khoản tiền gửi, tiền vay các tổ chức tín dụng",,(3.304.584),28.187.861,,-3304584.0,28187861.0
Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),,71.776.176,97.755.020,,71776176.0,97755020.0
Tăng/(giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng/(giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng/(giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,23.514.586,(1.347.680),,23514586.0,-1347680.0
"(Giảm)/tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > (Giảm)/tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","(Giảm)/tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro",,(430.129),288.690,,-430129.0,288690.0
(Giảm)/tăng khác về công nợ hoạt động,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > (Giảm)/tăng khác về công nợ hoạt động,(Giảm)/tăng khác về công nợ hoạt động,,(79.148.129),4.116.034,,-79148129.0,4116034.0
Chi từ quỹ của tổ chức tín dụng,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chi từ quỹ của tổ chức tín dụng,Chi từ quỹ của tổ chức tín dụng,,-,(623),,,-623.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,24.392.948,24.279.031,,24392948.0,24279031.0
