row_label_raw,row_label_full,col_0,Thuyết minh,Ngày 31 tháng 12năm 2018triệu đồng,Ngày 31 tháng 12năm 2017triệu đồng,numeric__Thuyết minh,numeric__Ngày 31 tháng 12năm 2018triệu đồng,numeric__Ngày 31 tháng 12năm 2017triệu đồng
Dự phòng giảm giá đầu tư dài hạn,Dự phòng rủi ro chứng khoán kinh doanh > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,,-,(1.756),,,-1756.0
Tài sản cố định,Dự phòng rủi ro chứng khoán kinh doanh > Tài sản cố định,Tài sản cố định,,10.739.189,11.080.736,,10739189.0,11080736.0
Tài sản cố định hữu hình,Dự phòng rủi ro chứng khoán kinh doanh > Tài sản cố định hữu hình,Tài sản cố định hữu hình,14,6.088.666,6.299.839,14.0,6088666.0,6299839.0
Nguyễn giá tài sản cố định,Dự phòng rủi ro chứng khoán kinh doanh > Nguyễn giá tài sản cố định,Nguyễn giá tài sản cố định,,13.704.944,13.124.443,,13704944.0,13124443.0
Khấu hao tài sản cố định,Dự phòng rủi ro chứng khoán kinh doanh > Khấu hao tài sản cố định,Khấu hao tài sản cố định,,(7.616.278),(6.824.604),,-7616278.0,-6824604.0
Tài sản cố định vô hình,Dự phòng rủi ro chứng khoán kinh doanh > Tài sản cố định vô hình,Tài sản cố định vô hình,15,4.650.523,4.780.897,15.0,4650523.0,4780897.0
Nguyễn giá tài sản cố định,Dự phòng rủi ro chứng khoán kinh doanh > Nguyễn giá tài sản cố định,Nguyễn giá tài sản cố định,,6.125.777,6.028.528,,6125777.0,6028528.0
Hao mòn tài sản cố định,Dự phòng rủi ro chứng khoán kinh doanh > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(1.475.254),(1.247.631),,-1475254.0,-1247631.0
Tài sản Có khác,Dự phòng rủi ro chứng khoán kinh doanh > Tài sản Có khác,Tài sản Có khác,16,30.318.087,30.441.911,16.0,30318087.0,30441911.0
Các khoản phải thu,Dự phòng rủi ro chứng khoán kinh doanh > Các khoản phải thu,Các khoản phải thu,16.1,20.546.824,12.927.855,161.0,20546824.0,12927855.0
"Các khoản lãi, phí phải thu","Dự phòng rủi ro chứng khoán kinh doanh > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",,6.744.794,14.435.343,,6744794.0,14435343.0
Tài sản Có khác,Dự phòng rủi ro chứng khoán kinh doanh > Tài sản Có khác,Tài sản Có khác,16.2,3.026.627,3.078.871,162.0,3026627.0,3078871.0
Các khoản dự phòng rủi ro cho các tài sản,Các khoản dự phòng rủi ro cho các tài sản,Các khoản dự phòng rủi ro cho các tài sản,,,,,,
Có nội bằng khác,Các khoản dự phòng rủi ro cho các tài sản > Có nội bằng khác,Có nội bằng khác,,(158),(158),,-158.0,-158.0
TỔNG TÀI SẢN,Các khoản dự phòng rủi ro cho các tài sản > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,1.154.804.861,1.088.073.001,,1154804861.0,1088073001.0
