row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2018triệu đồng,%,Ngày 31 tháng 12năm 2017triệu đồng,%_1,numeric__Ngày 31 tháng 12năm 2018triệu đồng,numeric__%,numeric__Ngày 31 tháng 12năm 2017triệu đồng,numeric__%_1
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,144.851.001,"17,57",82.156.474,"10,92",144851001.0,17.57,82156474.0,10.92
Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,32.469.546,"3,94",57.854.860,"7,69",32469546.0,3.94,57854860.0,7.69
Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc,Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc,Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc,1.676.433,"0,20",1.666.059,"0,22",1676433.0,0.2,1666059.0,0.22
Nhà nước giữ quyền chỉ phối,Nhà nước giữ quyền chỉ phối,Nhà nước giữ quyền chỉ phối,27.172.655,"3,30",24.449.729,"3,25",27172655.0,3.3,24449729.0,3.25
Công ty TNHH khácCông ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chỉ phối đối với công ty trong Điều lệ của công ty,Công ty TNHH khácCông ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chỉ phối đối với công ty trong Điều lệ của công ty,Công ty TNHH khácCông ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chỉ phối đối với công ty trong Điều lệ của công ty,23.923.796,"2,90",28.260.759,"3,75",23923796.0,2.9,28260759.0,3.75
Công ty Cổ phần khác,Công ty Cổ phần khác,Công ty Cổ phần khác,52.978.829,"6,43",51.258.390,"6,81",52978829.0,6.43,51258390.0,6.81
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,2.642.221,"0,32",2.598.540,"0,34",2642221.0,0.32,2598540.0,0.34
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,866.411,"0,10",1.357.151,"0,18",866411.0,0.1,1357151.0,0.18
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,57.588.086,"6,99",48.994.014,"6,51",57588086.0,6.99,48994014.0,6.51
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,170.954,"0,02",440.958,"0,06",170954.0,0.02,440958.0,0.06
"Hộ kinh doanh, cá nhân Đơn vị hành chính sự nghiệp, đăng, đoàn thể và hiệp hội","Hộ kinh doanh, cá nhân Đơn vị hành chính sự nghiệp, đăng, đoàn thể và hiệp hội","Hộ kinh doanh, cá nhân Đơn vị hành chính sự nghiệp, đăng, đoàn thể và hiệp hội",434.180.151,"52,67",411.554.957,"54,69",434180151.0,52.67,411554957.0,54.69
Các thành phần kinh tế khác,Các thành phần kinh tế khác,Các thành phần kinh tế khác,30.149.877,"3,66",30.924.465,"4,11",30149877.0,3.66,30924465.0,4.11
,,,15.675.751,"1,90",11.053.179,"1,47",15675751.0,1.9,11053179.0,1.47
,,,824.345.711,100,752.569.535,100,824345711.0,100.0,752569535.0,100.0
