row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2018VND,Ngày 31 tháng 12năm 2017VND,numeric__Ngày 31 tháng 12năm 2018VND,numeric__Ngày 31 tháng 12năm 2017VND
USD,USD,USD,23.195,22.425,23195.0,22425.0
EUR,EUR,EUR,26.587,27.208,26587.0,27208.0
GBP,GBP,GBP,29.537,30.646,29537.0,30646.0
CHF,CHF,CHF,23.544,23.294,23544.0,23294.0
JPY,JPY,JPY,"210,69","201,42",210.69,201.42
SGD,SGD,SGD,17.023,17.010,17023.0,17010.0
CAD,CAD,CAD,17.034,18.123,17034.0,18123.0
AUD,AUD,AUD,16.392,17.740,16392.0,17740.0
NZD,NZD,NZD,16.364,16.158,16364.0,16158.0
THB,THB,THB,"715,47","697,45",715.47,697.45
SEK,SEK,SEK,2.589,2.765,2589.0,2765.0
NOK,NOK,NOK,2.667,2.766,2667.0,2766.0
DKK,DKK,DKK,3.552,3.654,3552.0,3654.0
HKD,HKD,HKD,2.962,2.906,2962.0,2906.0
CNY,CNY,CNY,3.372,3.486,3372.0,3486.0
KRW,KRW,KRW,"21,08","21,30",21.08,21.3
LAK,LAK,LAK,"2,74","2,90",2.74,2.9
MYR,MYR,MYR,5.329,5.327,5329.0,5327.0
