row_label_raw,row_label_full,col_0,Kỳ phiếu triệu đồng,Trái phiếu vô danh triệu đồng,Trái phiếu ghi số triệu đồng,Chứng chỉ tiến gửi triệu đồng,Tổng triệu đồng,numeric__Kỳ phiếu triệu đồng,numeric__Trái phiếu vô danh triệu đồng,numeric__Trái phiếu ghi số triệu đồng,numeric__Chứng chỉ tiến gửi triệu đồng,numeric__Tổng triệu đồng
Dưới 12 tháng,Dưới 12 tháng,Dưới 12 tháng,197,-,-,-,197,197.0,,,,197.0
Bằng VND,Bằng VND,Bằng VND,197,,,,197,197.0,,,,197.0
Từ 12 tháng đến dưới5 năm,Từ 12 tháng đến dưới5 năm,Từ 12 tháng đến dưới5 năm,-,166,5.450.000,14.050.868,19.501.034,,166.0,5450000.0,14050868.0,19501034.0
- Bằng VND,- Bằng VND,- Bằng VND,-,166,5.450.000,14.050.019,19.500.185,,166.0,5450000.0,14050019.0,19500185.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,-,-,-,849,849,,,,849.0,849.0
Từ 5 năm trở lên,Từ 5 năm trở lên,Từ 5 năm trở lên,-,-,26.515.100,28,26.515.128,,,26515100.0,28.0,26515128.0
- Bằng VND,- Bằng VND,- Bằng VND,-,-,26.515.100,-,26.515.100,,,26515100.0,,26515100.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,-,-,-,28,28,,,,28.0,28.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,197,166,31.965.100,14.050.896,46.016.359,197.0,166.0,31965100.0,14050896.0,46016359.0
