row_label_raw,row_label_full,col_0,Thuyết minh,2018 triệu đồng,2017 triệu đồng,numeric__Thuyết minh,numeric__2018 triệu đồng,numeric__2017 triệu đồng
LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Mua sắm tài sản cố định,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua sắm tài sản cố định,Mua sắm tài sản cố định,,(991.909),(1.715.068),,-991909.0,-1715068.0
"Tiền thu từ thanh lý, nhượng bán tài sản cố định","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán tài sản cố định","Tiền thu từ thanh lý, nhượng bán tài sản cố định",,6.066,42.833,,6066.0,42833.0
"Tiền chi cho thanh lý, nhượng bán tài sản cố định","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho thanh lý, nhượng bán tài sản cố định","Tiền chi cho thanh lý, nhượng bán tài sản cố định",,(5.037),(5.259),,-5037.0,-5259.0
"Tiền thu đầu tư, góp vốn vào các đơn vị khác (Thu bán, thanh lý công ty con, góp vốn liên doanh, các khoản đầu tư dài hạn khác)","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu đầu tư, góp vốn vào các đơn vị khác (Thu bán, thanh lý công ty con, góp vốn liên doanh, các khoản đầu tư dài hạn khác)","Tiền thu đầu tư, góp vốn vào các đơn vị khác (Thu bán, thanh lý công ty con, góp vốn liên doanh, các khoản đầu tư dài hạn khác)",,-,610.850,,,610850.0
"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,532.542,414.911,,532542.0,414911.0
Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(458.338),(651.733),,-458338.0,-651733.0
LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
Cổ tức trả cho cổ đông,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Cổ tức trả cho cổ đông,Cổ tức trả cho cổ đông,,-,(5.212.766),,,-5212766.0
Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,,-,(5.212.766),,,-5212766.0
Lưu chuyển tiền thuần trong năm,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,,23.934.610,18.414.532,,23934610.0,18414532.0
Tiền và các khoản tương đương tiền đầu năm,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,,132.496.563,114.082.031,,132496563.0,114082031.0
Điều chỉnh ảnh hưởng của thay đổi tỷ giá,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Điều chỉnh ảnh hưởng của thay đổi tỷ giá,Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,104,-,,104.0,
Tiền và các khoản tương đương tiền cuối năm,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,34,156.431.277,132.496.563,34.0,156431277.0,132496563.0
