row_label_raw,row_label_full,col_0,Dự phòng cụ thể Triệu VND,Dự phòng chung Triệu VND,Tổng cộng Triệu VND,numeric__Dự phòng cụ thể Triệu VND,numeric__Dự phòng chung Triệu VND,numeric__Tổng cộng Triệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,27.242.965,13.226.095,40.469.060,27242965.0,13226095.0,40469060.0
Số trích lập dự phòng trong năm,Số trích lập dự phòng trong năm,Số trích lập dự phòng trong năm,19.087.997,2.025.539,21.113.536,19087997.0,2025539.0,21113536.0
"Số dự phòng đã sử dụng để xử lý rủi ro (""XLRR"") trong năm","Số dự phòng đã sử dụng để xử lý rủi ro (""XLRR"") trong năm","Số dự phòng đã sử dụng để xử lý rủi ro (""XLRR"") trong năm",(23.561.854),-,(23.561.854),-23561854.0,,-23561854.0
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,12.238,5.791,18.029,12238.0,5791.0,18029.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,22.781.346,15.257.425,38.038.771,22781346.0,15257425.0,38038771.0
