row_label_raw,row_label_full,col_0,31/12/2024Triệu VND,31/12/2023Triệu VND,numeric__31/12/2024Triệu VND,numeric__31/12/2023Triệu VND
"Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả",28.670.105,34.433.979,28670105.0,34433979.0
Thuế thu nhập doanh nghiệp hoãn lại phải trả,Thuế thu nhập doanh nghiệp hoãn lại phải trả,Thuế thu nhập doanh nghiệp hoãn lại phải trả,79.819,94.150,79819.0,94150.0
Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,21.740.674,19.033.427,21740674.0,19033427.0
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,5.104.099,4.351.422,5104099.0,4351422.0
- Phải trả nhân viên,- Phải trả nhân viên,- Phải trả nhân viên,4.554.223,3.678.892,4554223.0,3678892.0
- Phải trả nội bộ khác,- Phải trả nội bộ khác,- Phải trả nội bộ khác,549.876,672.530,549876.0,672530.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,13.598.824,12.447.699,13598824.0,12447699.0
- Thuế và các khoản phải trả khác cho Ngân sách Nhà nước,- Thuế và các khoản phải trả khác cho Ngân sách Nhà nước,- Thuế và các khoản phải trả khác cho Ngân sách Nhà nước,3.372.388,3.825.831,3372388.0,3825831.0
- Phải trả bên ngoài khác,- Phải trả bên ngoài khác,- Phải trả bên ngoài khác,10.226.436,8.621.868,10226436.0,8621868.0
Quỹ khen thưởng phúc lợi,Quỹ khen thưởng phúc lợi,Quỹ khen thưởng phúc lợi,3.037.751,2.234.306,3037751.0,2234306.0
,,,50.490.598,53.561.556,50490598.0,53561556.0
