row_label_raw,row_label_full,Bên liên quan,Các giao dịch,2024Triệu VND,2023Triệu VND,numeric__Các giao dịch,numeric__2024Triệu VND,numeric__2023Triệu VND
Đại diện chủ sở hữu (NHNN),Đại diện chủ sở hữu (NHNN),Đại diện chủ sở hữu (NHNN),- Tăng/(giảm) tiền gửi của BIDV tại đại diện chủ sở hữu,40.094.631,(59.534.588),,40094631.0,-59534588.0
Đại diện chủ sở hữu (NHNN),Đại diện chủ sở hữu (NHNN),Đại diện chủ sở hữu (NHNN),- Tăng các khoản vay từ đại diện chủ sở hữu,(11.283.137),(1.652.787),,-11283137.0,-1652787.0
Bên liên quan của chủ sở hữu (Bộ Tài chính và Kho bạc Nhà nước),Bên liên quan của chủ sở hữu (Bộ Tài chính và Kho bạc Nhà nước),Bên liên quan của chủ sở hữu (Bộ Tài chính và Kho bạc Nhà nước),- Tăng tiền gửi của bên liên quan của chủ sở hữu tại BIDV,(121.549.644),(115.662.744),,-121549644.0,-115662744.0
Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,- Tăng/(giảm) tiền gửi của BIDV tại cổ đông chiến lược,539.965,(182.330),,539965.0,-182330.0
Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,- Giảm tiền gửi tại BIDV của cổ đông chiến lược,54.171,196.119,,54171.0,196119.0
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,- Tăng tiền gửi tại BIDV của các công ty liên doanh,(668.429),(914.718),,-668429.0,-914718.0
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,- Tăng/(giảm) tiền gửi của Ngân hàng tại các công ty liên doanh,11.074,(2.287.494),,11074.0,-2287494.0
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,- (Giảm)/tăng phải thu các công ty liên doanh,(50.000),50.000,,-50000.0,50000.0
Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,- Tăng tiền gửi tại BIDV của các công ty liên kết,(308.876),(140.907),,-308876.0,-140907.0
Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,- Giảm tiền vay từ BIDV của các công ty liên kết,(204.932),(123.364),,-204932.0,-123364.0
Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,- Tăng phải thu các công ty liên kết,53.725,-,,53725.0,
