row_label_raw,row_label_full,Cam kết mua TSCĐ hữu hình có giá trị lớn trong tương lai,31/12/2024Triệu VND > 118.811,31/12/2023Triệu VND > 968.407,numeric__31/12/2024Triệu VND > 118.811,numeric__31/12/2023Triệu VND > 968.407
Nguyên giá TSCĐ hữu hình đã khấu hao hết,Nguyên giá TSCĐ hữu hình đã khấu hao hết,Nguyên giá TSCĐ hữu hình đã khấu hao hết,,,,
nhưng vẫn còn sử dụng,Nguyên giá TSCĐ hữu hình đã khấu hao hết > nhưng vẫn còn sử dụng,nhưng vẫn còn sử dụng,4.561.197,4.210.102,4561197.0,4210102.0
Giá trị còn lại của TSCĐ hữu hình đang chờ thanh lý,Nguyên giá TSCĐ hữu hình đã khấu hao hết > Giá trị còn lại của TSCĐ hữu hình đang chờ thanh lý,Giá trị còn lại của TSCĐ hữu hình đang chờ thanh lý,44,303,44.0,303.0
