row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay Triệu VND,Tổng tiền gửi Triệu VND,Các cam kết ngoại bảng Triệu VND,CCTC phải sinh (Tổng giá trị ghi số kế toán)Triệu VND,Kinh doanh và đầu tư chứng khoán (Chênh lệch DN-DC)Triệu VND,numeric__Tổng dư nợ cho vay Triệu VND,numeric__Tổng tiền gửi Triệu VND,numeric__Các cam kết ngoại bảng Triệu VND,numeric__CCTC phải sinh (Tổng giá trị ghi số kế toán)Triệu VND,numeric__Kinh doanh và đầu tư chứng khoán (Chênh lệch DN-DC)Triệu VND
Trong nước,Trong nước,Trong nước,2.040.578.424,2.280.294.656,415.031.555,663.256,290.513.434,2040578424.0,2280294656.0,415031555.0,663256.0,290513434.0
Nước ngoài,Nước ngoài,Nước ngoài,27.190.228,30.460.389,1.614.082,-,1.298.778,27190228.0,30460389.0,1614082.0,,1298778.0
,,,2.067.768.652,2.310.755.045,416.645.637,663.256,291.812.212,2067768652.0,2310755045.0,416645637.0,663256.0,291812212.0
