row_label_raw,row_label_full,col_0,31/12/2024Triệu VND,31/12/2023Triệu VND,numeric__31/12/2024Triệu VND,numeric__31/12/2023Triệu VND
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,25.770.364,25.922.204,25770364.0,25922204.0
- Chi phí xây dựng cơ bản dở dang (Thuyết minh 16.1),- Chi phí xây dựng cơ bản dở dang (Thuyết minh 16.1),- Chi phí xây dựng cơ bản dở dang (Thuyết minh 16.1),1.028.397,2.078.021,1028397.0,2078021.0
- Các khoản phải thu khác (Thuyết minh 16.2),- Các khoản phải thu khác (Thuyết minh 16.2),- Các khoản phải thu khác (Thuyết minh 16.2),24.741.967,23.844.183,24741967.0,23844183.0
Các khoản lãi và phí phải thu,Các khoản lãi và phí phải thu,Các khoản lãi và phí phải thu,23.150.598,15.552.516,23150598.0,15552516.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,27.056,36.982,27056.0,36982.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,4.239.918,4.451.584,4239918.0,4451584.0
- Các hợp đồng ủy thác đầu tư,- Các hợp đồng ủy thác đầu tư,- Các hợp đồng ủy thác đầu tư,82.960,82.960,82960.0,82960.0
- Chi phí chờ phân bổ,- Chi phí chờ phân bổ,- Chi phí chờ phân bổ,2.219.652,2.888.505,2219652.0,2888505.0
- Tài sản gán nợ chờ xử lý (Thuyết minh 16.3),- Tài sản gán nợ chờ xử lý (Thuyết minh 16.3),- Tài sản gán nợ chờ xử lý (Thuyết minh 16.3),55.420,55.420,55420.0,55420.0
- Tài sản Có khác,- Tài sản Có khác,- Tài sản Có khác,1.881.886,1.424.699,1881886.0,1424699.0
Dự phòng rủi ro cho các tài sản Có nội bằng khác (i),Dự phòng rủi ro cho các tài sản Có nội bằng khác (i),Dự phòng rủi ro cho các tài sản Có nội bằng khác (i),(304.000),(322.255),-304000.0,-322255.0
,,,52.883.936,45.641.031,52883936.0,45641031.0
