row_label_raw,row_label_full,col_0,2024Triệu VND,2023Triệu VND,numeric__2024Triệu VND,numeric__2023Triệu VND
"1. Chi nộp thuế và các khoản phí, lệ phí","1. Chi nộp thuế và các khoản phí, lệ phí","1. Chi nộp thuế và các khoản phí, lệ phí",116.943,111.016,116943.0,111016.0
2. Chi phí cho nhân viên:,2. Chi phí cho nhân viên:,2. Chi phí cho nhân viên:,15.998.940,14.478.077,15998940.0,14478077.0
Trong đó: - Chi lương và phụ cấp,Trong đó: - Chi lương và phụ cấp,Trong đó: - Chi lương và phụ cấp,13.016.911,11.637.504,13016911.0,11637504.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,1.147.432,1.077.663,1147432.0,1077663.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,1.272.211,1.223.870,1272211.0,1223870.0
- Chi khác cho nhân viên,- Chi khác cho nhân viên,- Chi khác cho nhân viên,28.781,25.963,28781.0,25963.0
3. Chi về tài sản:,3. Chi về tài sản:,3. Chi về tài sản:,4.564.945,4.001.989,4564945.0,4001989.0
Trong đó: khấu hao tài sản cố định,Trong đó: khấu hao tài sản cố định,Trong đó: khấu hao tài sản cố định,1.312.861,1.293.399,1312861.0,1293399.0
4. Chi cho hoạt động quản lý công vụ:,4. Chi cho hoạt động quản lý công vụ:,4. Chi cho hoạt động quản lý công vụ:,5.999.333,5.630.488,5999333.0,5630488.0
Trong đó: - Công tác phí,Trong đó: - Công tác phí,Trong đó: - Công tác phí,367.042,293.853,367042.0,293853.0
- Chi hoạt động đoàn thể của TCTD,- Chi hoạt động đoàn thể của TCTD,- Chi hoạt động đoàn thể của TCTD,29.673,29.836,29673.0,29836.0
"5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",1.317.494,1.149.475,1317494.0,1149475.0
6. Hoàn nhập dự phòng (không bao gồm chi phí DPRR tín dụng nội và ngoại bằng; chi phí DPRR chứng khoán),6. Hoàn nhập dự phòng (không bao gồm chi phí DPRR tín dụng nội và ngoại bằng; chi phí DPRR chứng khoán),6. Hoàn nhập dự phòng (không bao gồm chi phí DPRR tín dụng nội và ngoại bằng; chi phí DPRR chứng khoán),(30.838),(290.447),-30838.0,-290447.0
,,,27.966.817,25.080.598,27966817.0,25080598.0
