row_label_raw,row_label_full,col_0,Nguyên giá/ Giá trị hợp lý khi ghi nhận ban đầu,Giá trị khấu hao lũy kế,Giá trị còn lại,numeric__Nguyên giá/ Giá trị hợp lý khi ghi nhận ban đầu,numeric__Giá trị khấu hao lũy kế,numeric__Giá trị còn lại
,,,Triệu VND,Triệu VND,Triệu VND,,,
"TSCĐ vô hình, chiếm tỷ trọng lớn trong tổng tài sản","TSCĐ vô hình, chiếm tỷ trọng lớn trong tổng tài sản","TSCĐ vô hình, chiếm tỷ trọng lớn trong tổng tài sản",6.451.183,1.933.209,4.517.974,6451183.0,1933209.0,4517974.0
Nguyên giá của TSCĐ vô hình khấu hao hết nhưng vẫn còn sử dụng,Nguyên giá của TSCĐ vô hình khấu hao hết nhưng vẫn còn sử dụng,Nguyên giá của TSCĐ vô hình khấu hao hết nhưng vẫn còn sử dụng,1.640.197,1.640.197,-,1640197.0,1640197.0,
Giá trị còn lại của TSCĐ vô hình đang chờ thanh lý,Giá trị còn lại của TSCĐ vô hình đang chờ thanh lý,Giá trị còn lại của TSCĐ vô hình đang chờ thanh lý,74,74,-,74.0,74.0,
