row_label_raw,row_label_full,col_0,Quá hạnTriệu VND,Không chịu rủiro lãi suất dođịnh giá lạiTriệu VND,Kỳ thay đổi lãi suất,Kỳ thay đổi lãi suất_1,Kỳ thay đổi lãi suất_2,Kỳ thay đổi lãi suất_3,Kỳ thay đổi lãi suất_4,Kỳ thay đổi lãi suất_5,Tổng cộngTriệu VND,numeric__Quá hạnTriệu VND,numeric__Không chịu rủiro lãi suất dođịnh giá lạiTriệu VND,numeric__Kỳ thay đổi lãi suất,numeric__Kỳ thay đổi lãi suất_1,numeric__Kỳ thay đổi lãi suất_2,numeric__Kỳ thay đổi lãi suất_3,numeric__Kỳ thay đổi lãi suất_4,numeric__Kỳ thay đổi lãi suất_5,numeric__Tổng cộngTriệu VND
,,,Quá hạnTriệu VND,Không chịu rủiro lãi suất dođịnh giá lạiTriệu VND,Dưới1 thángTriệu VND,Từ 1 đến3 thángTriệu VND,Từ trên 3 đến6 thángTriệu VND,Từ trên 6 đến12 thángTriệu VND,Từ trên 1 đến5 nămTriệu VND,Trên 5 nămTriệu VND,Tổng cộngTriệu VND,,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,10.772.890,-,-,-,-,-,-,10.772.890,,10772890.0,,,,,,,10772890.0
Tiền gửi tại Ngân hàng Trung ương,Tài sản > Tiền gửi tại Ngân hàng Trung ương,Tiền gửi tại Ngân hàng Trung ương,-,47.680.747,44.660.282,-,-,-,-,-,92.341.029,,47680747.0,44660282.0,,,,,,92341029.0
Tiền gửi và cho vay các TCTD khác (*),Tài sản > Tiền gửi và cho vay các TCTD khác (*),Tiền gửi và cho vay các TCTD khác (*),641,2.081.392,213.381.939,28.722.884,33.911.551,1.838.048,115.914,-,280.052.369,641.0,2081392.0,213381939.0,28722884.0,33911551.0,1838048.0,115914.0,,280052369.0
Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,Các công cụ tài chính phải sinh và các tài sản,,,,,,,,,
tài chính khác,Các công cụ tài chính phải sinh và các tài sản > tài chính khác,tài chính khác,-,-,1.029.564,(37.926),(1.108.420),(275.297),1.055.335,-,663.256,,,1029564.0,-37926.0,-1108420.0,-275297.0,1055335.0,,663256.0
Chứng khoán kinh doanh (*),Các công cụ tài chính phải sinh và các tài sản > Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),-,1.838.588,-,439.846,-,9.511.412,377.400,606.094,12.773.340,,1838588.0,,439846.0,,9511412.0,377400.0,606094.0,12773340.0
Cho vay khách hàng và trái phiếu,Cho vay khách hàng và trái phiếu,Cho vay khách hàng và trái phiếu,Cho vay khách hàng và trái phiếu,Cho vay khách hàng và trái phiếu,Cho vay khách hàng và trái phiếu,Cho vay khách hàng và trái phiếu,Cho vay khách hàng và trái phiếu,Cho vay khách hàng và trái phiếu,Cho vay khách hàng và trái phiếu,Cho vay khách hàng và trái phiếu,Cho vay khách hàng và trái phiếu,,,,,,,,,
doanh nghiệp chưa niêm yết (*),Cho vay khách hàng và trái phiếu > doanh nghiệp chưa niêm yết (*),doanh nghiệp chưa niêm yết (*),45.025.505,-,347.830.772,741.979.051,576.739.102,201.525.820,140.924.150,8.101.763,2.062.126.163,45025505.0,,347830772.0,741979051.0,576739102.0,201525820.0,140924150.0,8101763.0,2062126163.0
Chứng khoán đầu tư (không bao gồm trái,Chứng khoán đầu tư (không bao gồm trái,Chứng khoán đầu tư (không bao gồm trái,Chứng khoán đầu tư (không bao gồm trái,Chứng khoán đầu tư (không bao gồm trái,Chứng khoán đầu tư (không bao gồm trái,Chứng khoán đầu tư (không bao gồm trái,Chứng khoán đầu tư (không bao gồm trái,Chứng khoán đầu tư (không bao gồm trái,Chứng khoán đầu tư (không bao gồm trái,Chứng khoán đầu tư (không bao gồm trái,Chứng khoán đầu tư (không bao gồm trái,,,,,,,,,
phiếu doanh nghiệp chưa niêm yết (*),Chứng khoán đầu tư (không bao gồm trái > phiếu doanh nghiệp chưa niêm yết (*),phiếu doanh nghiệp chưa niêm yết (*),-,13.421.230,4.165.776,4.988.087,46.867.214,46.961.957,77.874.945,78.715.920,272.995.129,,13421230.0,4165776.0,4988087.0,46867214.0,46961957.0,77874945.0,78715920.0,272995129.0
"Góp vốn, đầu tư dài hạn (*)","Chứng khoán đầu tư (không bao gồm trái > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,3.531.426,-,-,-,-,-,-,3.531.426,,3531426.0,,,,,,,3531426.0
Tài sản cố định,Chứng khoán đầu tư (không bao gồm trái > Tài sản cố định,Tài sản cố định,-,12.119.817,-,-,-,-,-,-,12.119.817,,12119817.0,,,,,,,12119817.0
Tài sản Có khác (*),Chứng khoán đầu tư (không bao gồm trái > Tài sản Có khác (*),Tài sản Có khác (*),304.276,52.883.660,-,-,-,-,-,-,53.187.936,304276.0,52883660.0,,,,,,,53187936.0
Tổng tài sản (1),Chứng khoán đầu tư (không bao gồm trái > Tổng tài sản (1),Tổng tài sản (1),45.330.422,144.329.750,611.068.333,776.091.942,656.409.447,259.561.940,220.347.744,87.423.777,2.800.563.355,45330422.0,144329750.0,611068333.0,776091942.0,656409447.0,259561940.0,220347744.0,87423777.0,2800563355.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Tiền gửi và vay từ NHNN/Ngân hàng Trung,Tiền gửi và vay từ NHNN/Ngân hàng Trung,Tiền gửi và vay từ NHNN/Ngân hàng Trung,Tiền gửi và vay từ NHNN/Ngân hàng Trung,Tiền gửi và vay từ NHNN/Ngân hàng Trung,Tiền gửi và vay từ NHNN/Ngân hàng Trung,Tiền gửi và vay từ NHNN/Ngân hàng Trung,Tiền gửi và vay từ NHNN/Ngân hàng Trung,Tiền gửi và vay từ NHNN/Ngân hàng Trung,Tiền gửi và vay từ NHNN/Ngân hàng Trung,Tiền gửi và vay từ NHNN/Ngân hàng Trung,Tiền gửi và vay từ NHNN/Ngân hàng Trung,,,,,,,,,
ương và các TCTD khác,Tiền gửi và vay từ NHNN/Ngân hàng Trung > ương và các TCTD khác,ương và các TCTD khác,-,2.588.876,325.058.353,57.989.498,7.430.868,7.097.772,475.597,702.061,401.343.025,,2588876.0,325058353.0,57989498.0,7430868.0,7097772.0,475597.0,702061.0,401343025.0
Tiền gửi của khách hàng,Tiền gửi và vay từ NHNN/Ngân hàng Trung > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,6.008.996,672.052.699,419.761.862,369.474.026,454.670.834,31.083.784,113.285,1.953.165.486,,6008996.0,672052699.0,419761862.0,369474026.0,454670834.0,31083784.0,113285.0,1953165486.0
"Vốn tài trợ, ủy thác đầu tư, cho vay mà","Vốn tài trợ, ủy thác đầu tư, cho vay mà","Vốn tài trợ, ủy thác đầu tư, cho vay mà","Vốn tài trợ, ủy thác đầu tư, cho vay mà","Vốn tài trợ, ủy thác đầu tư, cho vay mà","Vốn tài trợ, ủy thác đầu tư, cho vay mà","Vốn tài trợ, ủy thác đầu tư, cho vay mà","Vốn tài trợ, ủy thác đầu tư, cho vay mà","Vốn tài trợ, ủy thác đầu tư, cho vay mà","Vốn tài trợ, ủy thác đầu tư, cho vay mà","Vốn tài trợ, ủy thác đầu tư, cho vay mà","Vốn tài trợ, ủy thác đầu tư, cho vay mà",,,,,,,,,
TCTD chịu rủi ro,"Vốn tài trợ, ủy thác đầu tư, cho vay mà > TCTD chịu rủi ro",TCTD chịu rủi ro,-,-,5.563.836,4.666.158,1.523.968,51.398,113.385,62.722,11.981.467,,,5563836.0,4666158.0,1523968.0,51398.0,113385.0,62722.0,11981467.0
Phát hành giấy tờ có giá,"Vốn tài trợ, ủy thác đầu tư, cho vay mà > Phát hành giấy tờ có giá",Phát hành giấy tờ có giá,-,-,13.293.859,17.235.122,73.484.959,82.931.729,5.387.496,6.567.000,198.900.165,,,13293859.0,17235122.0,73484959.0,82931729.0,5387496.0,6567000.0,198900165.0
Các khoản nợ khác,"Vốn tài trợ, ủy thác đầu tư, cho vay mà > Các khoản nợ khác",Các khoản nợ khác,-,50.490.598,-,-,-,-,-,-,50.490.598,,50490598.0,,,,,,,50490598.0
