row_label_raw,row_label_full,Tiền gửi tại Ngân hàng Nhà nước Việt Nam (i),31/12/2024Triệu VND > 86.986.353,31/12/2023Triệu VND > 46.891.721,numeric__31/12/2024Triệu VND > 86.986.353,numeric__31/12/2023Triệu VND > 46.891.721
- Bằng VND,- Bằng VND,- Bằng VND,80.846.910,39.720.890,80846910.0,39720890.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,6.139.443,7.170.831,6139443.0,7170831.0
Tiền gửi tại Ngân hàng Quốc gia Campuchia,Tiền gửi tại Ngân hàng Quốc gia Campuchia,Tiền gửi tại Ngân hàng Quốc gia Campuchia,1.539.416,1.794.882,1539416.0,1794882.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,1.539.416,1.794.882,1539416.0,1794882.0
Tiền gửi tại Ngân hàng Nhà nước Lào,Tiền gửi tại Ngân hàng Nhà nước Lào,Tiền gửi tại Ngân hàng Nhà nước Lào,3.815.260,2.929.054,3815260.0,2929054.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,3.815.260,2.929.054,3815260.0,2929054.0
,,,92.341.029,51.615.657,92341029.0,51615657.0
