row_label_raw,row_label_full,col_0,31/12/2024Triệu VND,31/12/2023Triệu VND,numeric__31/12/2024Triệu VND,numeric__31/12/2023Triệu VND
Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,268.366.137,197.333.127,268366137.0,197333127.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,140.061.497,85.239.595,140061497.0,85239595.0
- Bằng VND,- Bằng VND,- Bằng VND,89.189.802,50.399.023,89189802.0,50399023.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,50.871.695,34.840.572,50871695.0,34840572.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,128.304.640,112.093.532,128304640.0,112093532.0
- Bằng VND,- Bằng VND,- Bằng VND,109.631.290,90.332.442,109631290.0,90332442.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,18.673.350,21.761.090,18673350.0,21761090.0
,,,268.366.137,197.333.127,268366137.0,197333127.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,11.686.232,14.564.284,11686232.0,14564284.0
- Bằng VND,- Bằng VND,- Bằng VND,10.635.308,12.662.334,10635308.0,12662334.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,1.050.924,1.901.950,1050924.0,1901950.0
Dự phòng rủi ro tiền gửi và cho vay các TCTD khác (i),Dự phòng rủi ro tiền gửi và cho vay các TCTD khác (i),Dự phòng rủi ro tiền gửi và cho vay các TCTD khác (i),(80.854),(85.210),-80854.0,-85210.0
,,,279.971.515,211.812.201,279971515.0,211812201.0
