row_label_raw,row_label_full,col_0,31/12/2024 > Giá gốcTriệu VND,31/12/2024 > Giá trịghi sốTriệu VND,31/12/2024 > Tỷ lệsở hữu của BIDV %,31/12/2023 > Giá gốcTriệu VND,31/12/2023 > Giá trịghi sốTriệu VND,31/12/2023 > Tỷ lệsở hữu của BIDV %,numeric__31/12/2024 > Giá gốcTriệu VND,numeric__31/12/2024 > Giá trịghi sốTriệu VND,numeric__31/12/2024 > Tỷ lệsở hữu của BIDV %,numeric__31/12/2023 > Giá gốcTriệu VND,numeric__31/12/2023 > Giá trịghi sốTriệu VND,numeric__31/12/2023 > Tỷ lệsở hữu của BIDV %
Đầu tư vào các TCTD,Đầu tư vào các TCTD,Đầu tư vào các TCTD,Đầu tư vào các TCTD,Đầu tư vào các TCTD,Đầu tư vào các TCTD,Đầu tư vào các TCTD,Đầu tư vào các TCTD,Đầu tư vào các TCTD,,,,,,
"Ngân hàng Liên doanh Việt Nga (""VRB"")","Đầu tư vào các TCTD > Ngân hàng Liên doanh Việt Nga (""VRB"")","Ngân hàng Liên doanh Việt Nga (""VRB"")",1.505.054,1.946.369,"49,50",1.505.054,1.710.449,"50,00",1505054.0,1946369.0,49.5,1505054.0,1710449.0,50.0
Đầu tư vào TCKT,Đầu tư vào TCKT,Đầu tư vào TCKT,Đầu tư vào TCKT,Đầu tư vào TCKT,Đầu tư vào TCKT,Đầu tư vào TCKT,Đầu tư vào TCKT,Đầu tư vào TCKT,,,,,,
"Công ty Liên doanh Tháp BIDV (""BIDV Tower"")","Đầu tư vào TCKT > Công ty Liên doanh Tháp BIDV (""BIDV Tower"")","Công ty Liên doanh Tháp BIDV (""BIDV Tower"")",115.089,278.925,"55,00",115.089,277.354,"55,00",115089.0,278925.0,55.0,115089.0,277354.0,55.0
"Công ty TNHH Bảo hiểm Nhân thọ BIDV Metlife (""BIDV Metlife"")","Đầu tư vào TCKT > Công ty TNHH Bảo hiểm Nhân thọ BIDV Metlife (""BIDV Metlife"")","Công ty TNHH Bảo hiểm Nhân thọ BIDV Metlife (""BIDV Metlife"")",451.000,383.377,"37,25",451.000,326.754,"37,25",451000.0,383377.0,37.25,451000.0,326754.0,37.25
,,,2.071.143,2.608.671,,2.071.143,2.314.557,,2071143.0,2608671.0,,2071143.0,2314557.0,
