row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay Triệu VND,Tổng tiền gửi Triệu VND,Các cam kết ngoại bảng Triệu VND,CCTC phải sinh (Tổng giá trị ghi số kế toán)Triệu VND,Kinh doanh và đầu tư chứng khoán(Chênh lệch DN-DC)Triệu VND,numeric__Tổng dư nợ cho vay Triệu VND,numeric__Tổng tiền gửi Triệu VND,numeric__Các cam kết ngoại bảng Triệu VND,numeric__CCTC phải sinh (Tổng giá trị ghi số kế toán)Triệu VND,numeric__Kinh doanh và đầu tư chứng khoán(Chênh lệch DN-DC)Triệu VND
Trong nước,Trong nước,Trong nước,1.768.500.797,1.851.804.384,313.513.890,328.155,229.439.499,1768500797.0,1851804384.0,313513890.0,328155.0,229439499.0
Nước ngoài,Nước ngoài,Nước ngoài,23.728.369,27.600.455,1.670.509,-,858.974,23728369.0,27600455.0,1670509.0,,858974.0
,,,1.792.229.166,1.879.404.839,315.184.399,328.155,230.298.473,1792229166.0,1879404839.0,315184399.0,328155.0,230298473.0
