row_label_raw,row_label_full,col_0,31/12/2024Triệu VND,31/12/2023Triệu VND,numeric__31/12/2024Triệu VND,numeric__31/12/2023Triệu VND
Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,148.259.629,138.220.425,148259629.0,138220425.0
Dưới 12 tháng,Dưới 12 tháng,Dưới 12 tháng,123.548.788,103.536.579,123548788.0,103536579.0
Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,24.690.896,34.683.822,24690896.0,34683822.0
Từ 5 năm trở lên,Từ 5 năm trở lên,Từ 5 năm trở lên,19.945,24,19945.0,24.0
Kỳ phiếu,Kỳ phiếu,Kỳ phiếu,513,626,513.0,626.0
Dưới 12 tháng,Dưới 12 tháng,Dưới 12 tháng,306,298,306.0,298.0
Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,207,328,207.0,328.0
Trái phiếu,Trái phiếu,Trái phiếu,5.500.376,8.500.368,5500376.0,8500368.0
Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,61,6.000.060,61.0,6000060.0
Từ 5 năm trở lên,Từ 5 năm trở lên,Từ 5 năm trở lên,5.500.315,2.500.308,5500315.0,2500308.0
Trái phiếu tăng vốn cấp 2,Trái phiếu tăng vốn cấp 2,Trái phiếu tăng vốn cấp 2,45.139.647,42.765.317,45139647.0,42765317.0
,,,198.900.165,189.486.736,198900165.0,189486736.0
