row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm > Giá gốc,Số cuối năm > Dự phòng,Số đầu năm > Giá gốc,Số đầu năm > Dự phòng,numeric__Thuyết minh,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Dự phòng
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,13.1,5.416.335.052.257,(12.815.841.167),5.369.469.453.787,(10.329.842.103),131.0,5416335052257.0,-12815841167.0,5369469453787.0,-10329842103.0
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,13.2,130.000.000,-,130.000.000,-,132.0,130000000.0,,130000000.0,
Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,13.3,3.000.000.000,-,3.000.000.000,-,133.0,3000000000.0,,3000000000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,5.419.465.052.257,(12.815.841.167),5.372.599.453.787,(10.329.842.103),,5419465052257.0,-12815841167.0,5372599453787.0,-10329842103.0
