row_label_raw,row_label_full,Bên liên quan > Người mua trả tiền trước ngắn hạn (Thuyết minh số 14.2),Mối quan hệ > Người mua trả tiền trước ngắn hạn (Thuyết minh số 14.2),Nội dung nghiệp vụ > Người mua trả tiền trước ngắn hạn (Thuyết minh số 14.2),Số cuối năm > Người mua trả tiền trước ngắn hạn (Thuyết minh số 14.2),Số đầu năm > Người mua trả tiền trước ngắn hạn (Thuyết minh số 14.2),numeric__Mối quan hệ > Người mua trả tiền trước ngắn hạn (Thuyết minh số 14.2),numeric__Nội dung nghiệp vụ > Người mua trả tiền trước ngắn hạn (Thuyết minh số 14.2),numeric__Số cuối năm > Người mua trả tiền trước ngắn hạn (Thuyết minh số 14.2),numeric__Số đầu năm > Người mua trả tiền trước ngắn hạn (Thuyết minh số 14.2)
Công ty Surya,Công ty Surya,Công ty Surya,Công ty con,Trả trước tiền mua hàng hóa,-,11.177.775.039,,,,11177775039.0
Nguyễn Văn Tô,Nguyễn Văn Tô,Nguyễn Văn Tô,Ủy viên HĐQT,Trả trước tiền mua bất động sản,3.187.386.378,3.187.386.378,,,3187386378.0,3187386378.0
Đào Hữu Khanh,Đào Hữu Khanh,Đào Hữu Khanh,Ủy viên HĐQT (miễn nhiệm ngày 16 tháng 9 năm 2022),Trả trước tiền mua bất động sản,-,5.745.813.125,,,,5745813125.0
Lê Xuân Long,Lê Xuân Long,Lê Xuân Long,Ủy viên HĐQT,Trả trước tiền mua bất động sản,2.065.020.474,2.065.020.474,,,2065020474.0,2065020474.0
Hoàng Đình Hùng,Hoàng Đình Hùng,Hoàng Đình Hùng,Thành viên độc lập Hội đồng Quản trị,Trả trước tiền mua bất động sản,2.243.315.848,2.243.315.848,,,2243315848.0,2243315848.0
Trần Tiến Dũng,Trần Tiến Dũng,Trần Tiến Dũng,Phó Tổng Giám đốc (từ ngày 16 tháng 5 năm 2022),Trả trước tiền mua bất động sản,3.201.989.175,3.201.989.175,,,3201989175.0,3201989175.0
