row_label_raw,row_label_full,Ông Nguyễn Trọng Thông,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Ông Nguyễn Trọng Minh,Ông Nguyễn Trọng Minh,Ông Nguyễn Trọng Minh,Phó chủ tịch,,,
Ông Đào Hữu Khanh,Ông Đào Hữu Khanh,Ông Đào Hữu Khanh,Thành viên,Miễn nhiệm ngày 16 tháng 9 năm 2022,,
Ông Nguyễn Văn Tô,Ông Nguyễn Văn Tô,Ông Nguyễn Văn Tô,Thành viên,,,
Ông Lê Xuân Long,Ông Lê Xuân Long,Ông Lê Xuân Long,Thành viên,,,
Ông Hoàng Đình Hùng,Ông Hoàng Đình Hùng,Ông Hoàng Đình Hùng,Thành viên độc lập,,,
Ông Nguyễn Đức Mạnh,Ông Nguyễn Đức Mạnh,Ông Nguyễn Đức Mạnh,Thành viên độc lập,Bổ nhiệm ngày 23 tháng 4 năm 2022,,
