row_label_raw,row_label_full,Bên liên quan > Công ty Hà Đô 1,Mối quan hệ > Công ty chung thành viên HĐQT (đến ngày 16 tháng 9 năm 2022),Nội dung nghiệp vụ > Phí dịch vụ thi công đã trả > Phí dịch vụ thi công phải trả > Doanh thu cung cấp dịch vụ cho thuê,Năm nay > 166.214.513.797 > 186.231.409.119 > 270.386.574,Đơn vị tính: VND > 280.108.267.106 > 272.757.681.609 > 425.414.192,numeric__Mối quan hệ > Công ty chung thành viên HĐQT (đến ngày 16 tháng 9 năm 2022),numeric__Nội dung nghiệp vụ > Phí dịch vụ thi công đã trả > Phí dịch vụ thi công phải trả > Doanh thu cung cấp dịch vụ cho thuê,numeric__Năm nay > 166.214.513.797 > 186.231.409.119 > 270.386.574,numeric__Đơn vị tính: VND > 280.108.267.106 > 272.757.681.609 > 425.414.192
Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty con,Phí dịch vụ quản lý,16.554.068.202,18.822.469.692,,,16554068202.0,18822469692.0
Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty con,Phí dịch vụ quản lý đã trả,19.594.380.455,20.036.866.647,,,19594380455.0,20036866647.0
Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty con,Doanh thu cung cấp dịch vụ,3.009.140.164,3.078.051.706,,,3009140164.0,3078051706.0
Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty con,Đi vay,4.000.000.000,16.000.000.000,,,4000000000.0,16000000000.0
Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty con,Thanh toán gốc vay,4.000.000.000,18.822.469.692,,,4000000000.0,18822469692.0
Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty con,Cổ tức phải thu,-,10.320.922.397,,,,10320922397.0
Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty con,Cổ tức đã thu,4.997.500.000,5.820.922.397,,,4997500000.0,5820922397.0
Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty con,Bù trừ cổ tức với khoản vay,-,6.500.000.000,,,,6500000000.0
Công ty Surya,Công ty Surya,Công ty Surya,Công ty con,Doanh thu xây lắp,18.401.905.260,20.736.341.058,,,18401905260.0,20736341058.0
Công ty Surya,Công ty Surya,Công ty Surya,Công ty con,Doanh thu tư vấn quản lý,1.883.377.271,1.626.444.075,,,1883377271.0,1626444075.0
Công ty Surya,Công ty Surya,Công ty Surya,Công ty con,Tiền thu từ xây lắp,7.276.100.975,13.469.906.424,,,7276100975.0,13469906424.0
Công ty Surya,Công ty Surya,Công ty Surya,Công ty con,Đi vay,75.000.000.000,48.000.000.000,,,75000000000.0,48000000000.0
Công ty Surya,Công ty Surya,Công ty Surya,Công ty con,Trả tiền gốc vay,70.000.000.000,10.000.000.000,,,70000000000.0,10000000000.0
Công ty Surya,Công ty Surya,Công ty Surya,Công ty con,Cho vay,-,9.000.000.000,,,,9000000000.0
Công ty Surya,Công ty Surya,Công ty Surya,Công ty con,Thu hồi tiền cho vay,-,9.000.000.000,,,,9000000000.0
Công ty Surya,Công ty Surya,Công ty Surya,Công ty con,Nhận tạm ứng,-,34.000.000.000,,,,34000000000.0
Công ty Surya,Công ty Surya,Công ty Surya,Công ty con,Dòng tiền quản lý tập trung phải trả,189.226.977.421,96.494.851.310,,,189226977421.0,96494851310.0
Công ty Surya,Công ty Surya,Công ty Surya,Công ty con,Dòng tiền quản lý tập trung đã trả,181.594.609.300,96.010.559.326,,,181594609300.0,96010559326.0
Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty con,Cổ tức phải thu,-,139.403.159.131,,,,139403159131.0
Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty con,Cổ tức đã thu,4.000.000.000,102.403.159.131,,,4000000000.0,102403159131.0
Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty con,Doanh thu tư vấn quản lý,2.093.792.254,1.763.722.242,,,2093792254.0,1763722242.0
Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty con,Đi vay,70.000.000.000,-,,,70000000000.0,
Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty con,Thanh toán gốc vay,19.000.000.000,-,,,19000000000.0,
Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty con,Đã thu phí tư vấn quản lý,-,2.257.133.027,,,,2257133027.0
Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty con,Dòng tiền quản lý tập trung phải trả,128.683.715.805,117.107.328.195,,,128683715805.0,117107328195.0
Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty Hà Đô Bình Thuận,Công ty con,Dòng tiền quản lý tập trung đã trả,128.199.927.901,116.666.918.515,,,128199927901.0,116666918515.0
