row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm,numeric__Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,numeric__Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm
Công ty Cổ phần Hà Đô 1,Công ty Cổ phần Hà Đô 1,Công ty Cổ phần Hà Đô 1,42.485.581.886,12.011.336.597,42485581886.0,12011336597.0
Công ty Cổ phần Tư vấn Phát triển và xây dựng Sông Hồng,Công ty Cổ phần Tư vấn Phát triển và xây dựng Sông Hồng,Công ty Cổ phần Tư vấn Phát triển và xây dựng Sông Hồng,24.315.703.621,1.706.896.473,24315703621.0,1706896473.0
Công ty Hà Đô 756,Công ty Hà Đô 756,Công ty Hà Đô 756,27.852.449.213,16.398.795.750,27852449213.0,16398795750.0
Công ty Cổ phần Tập đoàn TOJI,Công ty Cổ phần Tập đoàn TOJI,Công ty Cổ phần Tập đoàn TOJI,-,27.656.998.801,,27656998801.0
Phải trả các đối tượng khác,Phải trả các đối tượng khác,Phải trả các đối tượng khác,19.914.598.646,19.047.030.565,19914598646.0,19047030565.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,114.568.333.366,76.821.058.186,114568333366.0,76821058186.0
Trong đó:,Trong đó:,Trong đó:,,,,
Phải trả ngắn hạn các bên liên quan (Thuyết minh số 27.2),Trong đó: > Phải trả ngắn hạn các bên liên quan (Thuyết minh số 27.2),Phải trả ngắn hạn các bên liên quan (Thuyết minh số 27.2),33.055.443.132,32.418.244.348,33055443132.0,32418244348.0
Phải trả người bán ngắn hạn khác,Trong đó: > Phải trả người bán ngắn hạn khác,Phải trả người bán ngắn hạn khác,81.512.890.234,44.402.813.838,81512890234.0,44402813838.0
