row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải trả về dòng tiền quản lý tập trung (i),Ngắn hạn > Phải trả về dòng tiền quản lý tập trung (i),Phải trả về dòng tiền quản lý tập trung (i),382.070.177.103,220.686.223.347,382070177103.0,220686223347.0
Nhận tiền cho mục đích chuyển nhượng bất động sản,Ngắn hạn > Nhận tiền cho mục đích chuyển nhượng bất động sản,Nhận tiền cho mục đích chuyển nhượng bất động sản,59.382.101.127,12.790.733.601,59382101127.0,12790733601.0
Nhận tạm ứng từ công ty con,Ngắn hạn > Nhận tạm ứng từ công ty con,Nhận tạm ứng từ công ty con,34.000.000.000,34.000.000.000,34000000000.0,34000000000.0
Phải trả tiền hỗ trợ chuyển giao mặt bằng,Phải trả tiền hỗ trợ chuyển giao mặt bằng,Phải trả tiền hỗ trợ chuyển giao mặt bằng,,,,
Dự án An Khánh - An Thương (ii),Phải trả tiền hỗ trợ chuyển giao mặt bằng > Dự án An Khánh - An Thương (ii),Dự án An Khánh - An Thương (ii),20.630.454.546,20.630.454.546,20630454546.0,20630454546.0
Thu hộ phải trả,Phải trả tiền hỗ trợ chuyển giao mặt bằng > Thu hộ phải trả,Thu hộ phải trả,12.686.352.098,12.715.464.461,12686352098.0,12715464461.0
Phải trả lợi nhuận chia sẻ theo BCC,Phải trả tiền hỗ trợ chuyển giao mặt bằng > Phải trả lợi nhuận chia sẻ theo BCC,Phải trả lợi nhuận chia sẻ theo BCC,6.792.700.280,6.792.700.280,6792700280.0,6792700280.0
Các khoản phải trả ngắn hạn khác,Phải trả tiền hỗ trợ chuyển giao mặt bằng > Các khoản phải trả ngắn hạn khác,Các khoản phải trả ngắn hạn khác,8.839.144.458,7.702.121.568,8839144458.0,7702121568.0
TỔNG CỘNG,Phải trả tiền hỗ trợ chuyển giao mặt bằng > TỔNG CỘNG,TỔNG CỘNG,524.400.929.612,315.317.697.803,524400929612.0,315317697803.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả ngắn hạn các bên khác,Trong đó: > Phải trả ngắn hạn các bên khác,Phải trả ngắn hạn các bên khác,107.791.095.362,60.091.847.284,107791095362.0,60091847284.0
Phải trả ngắn hạn các bên liên quan(Thuyết minh số 27.2),Trong đó: > Phải trả ngắn hạn các bên liên quan(Thuyết minh số 27.2),Phải trả ngắn hạn các bên liên quan(Thuyết minh số 27.2),416.609.834.250,255.225.850.519,416609834250.0,255225850519.0
