row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Phải thu từ hoạt động kinh doanh bất động sản,Phải thu từ hoạt động kinh doanh bất động sản,Phải thu từ hoạt động kinh doanh bất động sản,175.385.023.373,116.312.601.168,175385023373.0,116312601168.0
Phải thu từ hoạt động kinh doanh khách sạn,Phải thu từ hoạt động kinh doanh khách sạn,Phải thu từ hoạt động kinh doanh khách sạn,2.835.118.633,4.071.727.831,2835118633.0,4071727831.0
"Phải thu ngắn hạn từ hoạt động xây lắp, tư vấn quản lý và các hoạt động khác","Phải thu ngắn hạn từ hoạt động xây lắp, tư vấn quản lý và các hoạt động khác","Phải thu ngắn hạn từ hoạt động xây lắp, tư vấn quản lý và các hoạt động khác",50.385.287.835,56.119.697.014,50385287835.0,56119697014.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,228.605.429.841,176.504.026.013,228605429841.0,176504026013.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn từ các khách hàng khác,Trong đó: > Phải thu ngắn hạn từ các khách hàng khác,Phải thu ngắn hạn từ các khách hàng khác,185.810.020.498,133.447.533.068,185810020498.0,133447533068.0
Phải thu ngắn hạn từ các bên liên quan(Thuyết minh số 27.2),Trong đó: > Phải thu ngắn hạn từ các bên liên quan(Thuyết minh số 27.2),Phải thu ngắn hạn từ các bên liên quan(Thuyết minh số 27.2),42.795.409.343,43.056.492.945,42795409343.0,43056492945.0
Dự phòng phải thu khó đòi,Trong đó: > Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,(10.817.018.222),(10.615.800.222),-10817018222.0,-10615800222.0
Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,,
Các khách hàng mua nhà Dự án An Khánh- An Thượng (*),Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư: > Các khách hàng mua nhà Dự án An Khánh- An Thượng (*),Các khách hàng mua nhà Dự án An Khánh- An Thượng (*),117.901.185.058,58.409.249.853,117901185058.0,58409249853.0
Các khách hàng mua nhà tại dự án KhuBiệt thụ Sư Vạn Hạnh (*),Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư: > Các khách hàng mua nhà tại dự án KhuBiệt thụ Sư Vạn Hạnh (*),Các khách hàng mua nhà tại dự án KhuBiệt thụ Sư Vạn Hạnh (*),23.276.227.600,23.276.227.600,23276227600.0,23276227600.0
Công ty Hà Đô Thuận Nam,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư: > Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,14.661.447.629,21.976.877.314,14661447629.0,21976877314.0
