row_label_raw,row_label_full,Cổ tức đã công bố và đã trả trong năm,Năm nay > Cổ tức đã công bố và đã trả trong năm,Đơn vị tính: VND > Năm trước > Cổ tức đã công bố và đã trả trong năm,numeric__Năm nay > Cổ tức đã công bố và đã trả trong năm,numeric__Đơn vị tính: VND > Năm trước > Cổ tức đã công bố và đã trả trong năm
Cổ tức trên cổ phiếu phổ thông (i),Cổ tức trên cổ phiếu phổ thông (i),Cổ tức trên cổ phiếu phổ thông (i),611.509.645.000,327.256.970.000,611509645000.0,327256970000.0
Cổ tức trả bằng cổ phiếu cho năm 2021: 40.767.083 cổ phiếu/203.838.815 cổ phiếu hiện hữu(2020: 32.725.697 cổ phiếu/163.631.718 cổ phiếu hiện hữu),Cổ tức trả bằng cổ phiếu cho năm 2021: 40.767.083 cổ phiếu/203.838.815 cổ phiếu hiện hữu(2020: 32.725.697 cổ phiếu/163.631.718 cổ phiếu hiện hữu),Cổ tức trả bằng cổ phiếu cho năm 2021: 40.767.083 cổ phiếu/203.838.815 cổ phiếu hiện hữu(2020: 32.725.697 cổ phiếu/163.631.718 cổ phiếu hiện hữu),407.670.830.000,327.256.970.000,407670830000.0,327256970000.0
Cổ tức trả bằng tiền cho 2021: 1.000VND/cổ phiếu,Cổ tức trả bằng tiền cho 2021: 1.000VND/cổ phiếu,Cổ tức trả bằng tiền cho 2021: 1.000VND/cổ phiếu,203.838.815.000,-,203838815000.0,
Cổ tức trên cổ phiếu ưu đãi,Cổ tức trên cổ phiếu ưu đãi,Cổ tức trên cổ phiếu ưu đãi,-,-,,
Cổ tức đã công bố sau ngày kết thúc kỳ kế toán năm và chưa được ghi nhận là nợphải trả vào ngày 31 tháng 12,Cổ tức đã công bố sau ngày kết thúc kỳ kế toán năm và chưa được ghi nhận là nợphải trả vào ngày 31 tháng 12,Cổ tức đã công bố sau ngày kết thúc kỳ kế toán năm và chưa được ghi nhận là nợphải trả vào ngày 31 tháng 12,Cổ tức đã công bố sau ngày kết thúc kỳ kế toán năm và chưa được ghi nhận là nợphải trả vào ngày 31 tháng 12,Cổ tức đã công bố sau ngày kết thúc kỳ kế toán năm và chưa được ghi nhận là nợphải trả vào ngày 31 tháng 12,,
Cổ tức trên cổ phiếu phổ thông,Cổ tức đã công bố sau ngày kết thúc kỳ kế toán năm và chưa được ghi nhận là nợphải trả vào ngày 31 tháng 12 > Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông,-,203.838.815.000,,203838815000.0
Cổ tức trên cổ phiếu ưu đãi,Cổ tức trên cổ phiếu ưu đãi,Cổ tức trên cổ phiếu ưu đãi,-,-,,
(i) Xem Thuyết minh số 20.1.,(i) Xem Thuyết minh số 20.1.,(i) Xem Thuyết minh số 20.1.,(i) Xem Thuyết minh số 20.1.,(i) Xem Thuyết minh số 20.1.,,
