row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Đơn vị tính: VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Đơn vị tính: VND
Công ty Khánh Hà,Công ty Khánh Hà,Công ty Khánh Hà,Công ty con,Cho vay,8.700.000.000,8.920.000.000,,,8700000000.0,8920000000.0
Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty con,Dòng tiền quản lý tập trung phải trả,471.858.797.483,32.000.023.165,,,471858797483.0,32000023165.0
Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty con,Dòng tiền quản lý tập trung đã trả,373.505.170.024,5.000.255.665,,,373505170024.0,5000255665.0
Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty con,Đi vay,193.000.000.000,-,,,193000000000.0,
Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty con,Thanh toán gốc vay,75.000.000.000,98.000.000.000,,,75000000000.0,98000000000.0
Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty con,Lãi vay phải trả,5.415.063.012,1.024.717.808,,,5415063012.0,1024717808.0
Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty con,Lãi vay đã trả,1.755.315.069,4.644.882.192,,,1755315069.0,4644882192.0
Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty con,Bù trừ khoản phải thu với khoản vay,2.351.436.429,-,,,2351436429.0,
Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty con,Doanh thu từ tư vấn quản lý,5.225.646.061,2.153.321.636,,,5225646061.0,2153321636.0
Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty con,Góp vốn,-,47.490.000.000,,,,47490000000.0
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Phải trả dòng tiền quản lý tập trung,351.456.858.311,385.891.149.710,,,351456858311.0,385891149710.0
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Dòng tiền quản lý tập trung đã trả,391.049.121.223,293.264.776.518,,,391049121223.0,293264776518.0
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Đi vay,230.000.000.000,-,,,230000000000.0,
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Thanh toán gốc vay,-,145.500.000.000,,,,145500000000.0
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Cổ tức phải thu,63.210.546.000,57.464.133.000,,,63210546000.0,57464133000.0
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Cổ tức đã thu,63.210.546.000,82.448.539.000,,,63210546000.0,82448539000.0
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Doanh thu tư vấn quản lý,1.942.866.890,1.914.080.717,,,1942866890.0,1914080717.0
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Đã thu cung cấp dịch vụ,1.918.021.479,3.391.241.230,,,1918021479.0,3391241230.0
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Lãi vay phải trả,8.916.109.589,3.306.473.972,,,8916109589.0,3306473972.0
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Lãi vay đã trả,-,5.689.082.192,,,,5689082192.0
Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty con,Phải trả dòng tiền quản lý tập trung,349.022.830.896,24.897.361.046,,,349022830896.0,24897361046.0
Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty con,Dòng tiền quản lý tập trung đã trả,315.586.966.371,1.948.324.117,,,315586966371.0,1948324117.0
Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty con,Góp vốn,-,17.000.000.000,,,,17000000000.0
Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty con,Doanh thu tư vấn quản lý,788.656.687,2.040.080.439,,,788656687.0,2040080439.0
Công ty Quốc tế Hà Đỏ,Công ty Quốc tế Hà Đỏ,Công ty Quốc tế Hà Đỏ,Công ty con,Góp vốn,10.865.598.470,4.536.000.000,,,10865598470.0,4536000000.0
Công ty Bình An Riverside,Công ty Bình An Riverside,Công ty Bình An Riverside,Công ty con,Chuyển tiền mua cổ phần,-,79.954.050.000,,,,79954050000.0
Công ty Bình An Riverside,Công ty Bình An Riverside,Công ty Bình An Riverside,Công ty con,Thanh toán tiền mua cổ phần,-,69.954.050.000,,,,69954050000.0
