row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty Cổ phần Năng Lượng Agrita - Quảng Nam,Công ty Cổ phần Năng Lượng Agrita - Quảng Nam,Công ty Cổ phần Năng Lượng Agrita - Quảng Nam,Công ty con,
Công ty Cổ phần Za Hưng,Công ty Cổ phần Za Hưng,Công ty Cổ phần Za Hưng,Công ty con,
Công ty Cổ phần Thủy điện Sông Tranh 4,Công ty Cổ phần Thủy điện Sông Tranh 4,Công ty Cổ phần Thủy điện Sông Tranh 4,Công ty con,
Công ty TNHH Hà Đô - Bình Thuận,Công ty TNHH Hà Đô - Bình Thuận,Công ty TNHH Hà Đô - Bình Thuận,Công ty con,
Công ty Cổ phần Hà Đô 756 Sài Gòn,Công ty Cổ phần Hà Đô 756 Sài Gòn,Công ty Cổ phần Hà Đô 756 Sài Gòn,Công ty con,
Công ty Cổ phần Đầu tư Khánh Hà,Công ty Cổ phần Đầu tư Khánh Hà,Công ty Cổ phần Đầu tư Khánh Hà,Công ty con,
Công ty TNHH MTV Đầu tư Quốc tế Hà Đô,Công ty TNHH MTV Đầu tư Quốc tế Hà Đô,Công ty TNHH MTV Đầu tư Quốc tế Hà Đô,Công ty con,
Công ty Cổ phần Bình An Riverside,Công ty Cổ phần Bình An Riverside,Công ty Cổ phần Bình An Riverside,Công ty con,
Công ty Cổ phần Thiết bị Giáo dục 1,Công ty Cổ phần Thiết bị Giáo dục 1,Công ty Cổ phần Thiết bị Giáo dục 1,Công ty con,
Công ty TNHH MTV Điện gió Hà Đô Thuận Nam,Công ty TNHH MTV Điện gió Hà Đô Thuận Nam,Công ty TNHH MTV Điện gió Hà Đô Thuận Nam,Công ty con,
Công ty Cổ phần Quản lý - Vận hành - Khai thác Bất động sản Hà Đô (PM),Công ty Cổ phần Quản lý - Vận hành - Khai thác Bất động sản Hà Đô (PM),Công ty Cổ phần Quản lý - Vận hành - Khai thác Bất động sản Hà Đô (PM),Công ty con,
Công ty TNHH Surya Việt Nam,Công ty TNHH Surya Việt Nam,Công ty TNHH Surya Việt Nam,Công ty con,
Công ty Cổ phần Minh Long Đông Sài Gòn,Công ty Cổ phần Minh Long Đông Sài Gòn,Công ty Cổ phần Minh Long Đông Sài Gòn,Công ty con,
Công ty TNHH MTV Hà Đô Ninh Thuận,Công ty TNHH MTV Hà Đô Ninh Thuận,Công ty TNHH MTV Hà Đô Ninh Thuận,Công ty con,
Công ty Cổ phần Điện gió Tiến Thành Hàm Kiệm,Công ty Cổ phần Điện gió Tiến Thành Hàm Kiệm,Công ty Cổ phần Điện gió Tiến Thành Hàm Kiệm,Công ty con,
Công ty Năng lượng Hà Đô,Công ty Năng lượng Hà Đô,Công ty Năng lượng Hà Đô,Công ty con,
Công ty Cổ phần Hà Đô 1,Công ty Cổ phần Hà Đô 1,Công ty Cổ phần Hà Đô 1,Công ty chung thành viên HĐQT,
Công ty TNHH Hỗn hợp Dịch Vọng,Công ty TNHH Hỗn hợp Dịch Vọng,Công ty TNHH Hỗn hợp Dịch Vọng,Công ty liên kết,
Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,Công ty chung thành viên HĐQT,
Công ty Cổ phần Đầu tư IP Việt Nam,Công ty Cổ phần Đầu tư IP Việt Nam,Công ty Cổ phần Đầu tư IP Việt Nam,Công ty chung thành viên HĐQT,
Ông Nguyễn Trọng Thông,Ông Nguyễn Trọng Thông,Ông Nguyễn Trọng Thông,Chủ tịch HĐQT,
Ông Nguyễn Trọng Minh,Ông Nguyễn Trọng Minh,Ông Nguyễn Trọng Minh,Phó Chủ tịch HĐQT kiểm Phó Tổng Giám đốc thường trực,
Ông Nguyễn Văn Tô,Ông Nguyễn Văn Tô,Ông Nguyễn Văn Tô,Ủy viên HĐQT,
Ông Đào Hữu Khanh,Ông Đào Hữu Khanh,Ông Đào Hữu Khanh,Ủy viên HĐQT,
Ông Lê Xuân Long,Ông Lê Xuân Long,Ông Lê Xuân Long,Ủy viên HĐQT,
Ông Hoàng Đình Hùng,Ông Hoàng Đình Hùng,Ông Hoàng Đình Hùng,Thành viên độc lập HĐQT kiểm Ủy viên Ủy ban Kiểm toán,
Ông Nguyễn Đức Mạnh,Ông Nguyễn Đức Mạnh,Ông Nguyễn Đức Mạnh,Thành viên độc lập HĐQT kiểm Chủ nhiệm Ủy ban Kiểm toán,
Ông Chu Tuấn Anh,Ông Chu Tuấn Anh,Ông Chu Tuấn Anh,Phó Tổng Giám đốc,
Ông Nguyễn Văn Cương,Ông Nguyễn Văn Cương,Ông Nguyễn Văn Cương,Phó Tổng Giám đốc,
Ông Lê Xuân Tuấn,Ông Lê Xuân Tuấn,Ông Lê Xuân Tuấn,Phó Tổng Giám đốc,
Ông Trần Tiến Dũng,Ông Trần Tiến Dũng,Ông Trần Tiến Dũng,Phó Tổng Giám đốc,
