row_label_raw,row_label_full,Mã số,NGUỒN VÔN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VÔN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,3.797.855.982.753,4.046.981.035.959,,,3797855982753.0,4046981035959.0
310,310,310,I. Nợ ngắn hạn,,2.640.479.577.971,3.229.958.608.603,,,2640479577971.0,3229958608603.0
311,311,311,1. Phải trả người bán ngắn hạn,14.1,114.568.333.366,76.821.058.186,,141.0,114568333366.0,76821058186.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,14.2,585.334.272.746,1.104.053.647.713,,142.0,585334272746.0,1104053647713.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,15,31.707.694.662,68.082.185.826,,15.0,31707694662.0,68082185826.0
314,314,314,4. Phải trả người lao động,,11.446.390.849,8.137.622.486,,,11446390849.0,8137622486.0
315,315,315,5. Chi phí phải trả ngắn hạn,16,619.344.379.875,514.242.182.532,,16.0,619344379875.0,514242182532.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,3.347.323.276,4.192.365.603,,,3347323276.0,4192365603.0
319,319,319,7. Phải trả ngắn hạn khác,17,524.400.929.612,315.317.697.803,,17.0,524400929612.0,315317697803.0
320,320,320,8. Vay ngắn hạn,18,705.040.496.344,1.115.762.757.868,,18.0,705040496344.0,1115762757868.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",19,45.289.757.241,23.349.090.586,,19.0,45289757241.0,23349090586.0
330,330,330,II. Nợ dài hạn,,1.157.376.404.782,817.022.427.356,,,1157376404782.0,817022427356.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,,-,3.310.397.822,,,,3310397822.0
337,337,337,2. Phải trả dài hạn khác,17,44.927.290.923,33.613.204.701,,17.0,44927290923.0,33613204701.0
338,338,338,3. Vay dài hạn,18,1.112.346.009.903,779.861.820.877,,18.0,1112346009903.0,779861820877.0
342,342,342,4. Dự phòng phải trả dài hạn,,103.103.956,237.003.956,,,103103956.0,237003956.0
