row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Đơn vị tính: VNDNăm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Đơn vị tính: VNDNăm trước
Công ty Minh Long,Công ty Minh Long,Công ty Minh Long,Công ty con,Trả gốc vayDoanh thu tư vấn quản lýPhí tư vấn quản lý đã thuLãi vay đã trả,39.450.000.000344.453.989885.801.429-,37.500.000.000252.000.556-4.109.745.205,,,,
Công ty Cổ phần Đầu tư IP Việt Nam,Công ty Minh Long > Công ty Cổ phần Đầu tư IP Việt Nam,Công ty Cổ phần Đầu tư IP Việt Nam,Công ty có chung thành viên HĐQT,Lãi vay phải trảLãi vay đã trảTrả gốc vay,--,2.821.506.8504.795.736.98757.000.000.000,,,,2.821506850479574e+30
Công ty Năng lượng Hà Đô,Công ty Minh Long > Công ty Năng lượng Hà Đô,Công ty Năng lượng Hà Đô,Công ty con,Góp vốn bằng tiềnGóp vốn bằng cổ phầnCổ tức đã thuCổ tức phải thu,-89.968.000.00044.984.000.000,3.188.740.0001.121.411.265.000-,,,-8.996800000044984e+21,
Công ty Cổ phần Đầu tư An Lạc,Công ty Minh Long > Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,Công ty có chung thành viên HĐQT,Đi vayThanh toán gốc vay,--,70.000.000.00070.000.000.000,,,,7.00000000007e+21
Nguyễn Trọng Minh,Công ty Minh Long > Nguyễn Trọng Minh,Nguyễn Trọng Minh,Phó Chủ tịch HĐQT kiểmPhó Tổng Giám đốc,Tạm ứngHoàn ứngThanh toán gốc vay,520.400.000-,48.546.000.00012.279.000.00040.000.000.000,,,,4.854600000012279e+32
Đào Hữu Khanh,Công ty Minh Long > Đào Hữu Khanh,Đào Hữu Khanh,Ủy viên HĐQT (miễn nhiệm ngày 16 tháng 9 năm 2022),Trả cổ tức bằng cổ phầnNộp tiền mua bất động sản,154.230.000-,-7.776.725.000,,,,-7776725000.0
Chu Tuấn Anh,Công ty Minh Long > Chu Tuấn Anh,Chu Tuấn Anh,Phó Tổng Giám đốc,Doanh thu chuyển nhượng bất động sảnNộp tiền mua bất động sản,-,6.945.739.9648.355.000.000,,,,6.9457399648355e+19
