row_label_raw,row_label_full,Bên liên quan > Công ty Quản lý Hà ĐôTrong đó:Vay dài hạn đến hạn trả > Công ty Thiết bị Giáo dục 1Trong đó:Vay dài hạn đến hạn trả > Công ty 756 Sài GònTrong đó:Vay dài hạn đến hạn trả > Công ty Za Hưng > Công ty Agrita – Quảng Nam > Công ty Hà Đô Thuận Nam > Công ty Hà Đô Bình Thuận > Công ty Surya,Mối quan hệ > Công ty con,Số dư vay VND > 21.000.000.000(16.500.000.000) > 379.000.000.000(40.000.000.000) > 306.046.837.677(131.046.837.677) > 230.000.000.000 > 126.000.000.000 > 31.000.000.000 > 51.000.000.000 > 25.000.000.000,"Lãi suất %/năm > 5,8%/năm > 4,5% - 5,8%/năm > 5,6% - 5,8%/năm > 5,8%/năm > 5,8% - 6,8/năm > 5,8%/năm",Ngày đáo hạn > Từ ngày 28 tháng 6 năm 2023 đến ngày 16 tháng 10 năm 2024 > Từ ngày 22 tháng 3 năm 2023 đến ngày 28 tháng 12 năm 2024 > Từ ngày 1 tháng 10 năm 2023 đến ngày 27 tháng 12 năm 2024 > Từ ngày 18 tháng 4 năm 2024 đến ngày 20 tháng 5 năm 2024 > Từ ngày 18 tháng 4 năm 2024 đến ngày 17 tháng 5 năm 2024 > Ngày 28 tháng 10 năm 2024 > Từ ngày 20 tháng 5 năm 2024 đến ngày 28 tháng 10 năm 2024 > Ngày 28 tháng 10 năm 2024,Hình thức đảm bảo > Tín chấp,numeric__Mối quan hệ > Công ty con,numeric__Số dư vay VND > 21.000.000.000(16.500.000.000) > 379.000.000.000(40.000.000.000) > 306.046.837.677(131.046.837.677) > 230.000.000.000 > 126.000.000.000 > 31.000.000.000 > 51.000.000.000 > 25.000.000.000,"numeric__Lãi suất %/năm > 5,8%/năm > 4,5% - 5,8%/năm > 5,6% - 5,8%/năm > 5,8%/năm > 5,8% - 6,8/năm > 5,8%/năm",numeric__Ngày đáo hạn > Từ ngày 28 tháng 6 năm 2023 đến ngày 16 tháng 10 năm 2024 > Từ ngày 22 tháng 3 năm 2023 đến ngày 28 tháng 12 năm 2024 > Từ ngày 1 tháng 10 năm 2023 đến ngày 27 tháng 12 năm 2024 > Từ ngày 18 tháng 4 năm 2024 đến ngày 20 tháng 5 năm 2024 > Từ ngày 18 tháng 4 năm 2024 đến ngày 17 tháng 5 năm 2024 > Ngày 28 tháng 10 năm 2024 > Từ ngày 20 tháng 5 năm 2024 đến ngày 28 tháng 10 năm 2024 > Ngày 28 tháng 10 năm 2024,numeric__Hình thức đảm bảo > Tín chấp
,,,,981.500.000.000,,,,,981500000000.0,,,
Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,,1.169.046.837.677(187.546.837.677),,,,,,,,
