row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,689.311.081.913,1.238.028.671.038,,,689311081913.0,1238028671038.0
02,02,02,"Khấu hao tài sản cố định hữu hình, bất động sản đầu tư và hao mòn tài sản cố định vô hình",,45.782.368.148,39.769.948.403,,,45782368148.0,39769948403.0
03,03,03,Các khoản dự phòng,,12.966.417.828,43.159.834.587,,,12966417828.0,43159834587.0
05,05,05,Lãi từ hoạt động đầu tư,21.2,(234.631.243.885),(810.488.056.818),,212.0,-234631243885.0,-810488056818.0
06,06,06,Chi phí lãi vay (bao gồm chi phí phát hành trái phiếu phân bổ trong năm),23,120.078.788.549,265.231.455.520,,23.0,120078788549.0,265231455520.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,633.507.412.553,775.701.852.730,,,633507412553.0,775701852730.0
09,09,09,(Tăng)/giảm các khoản phải thu,,(22.607.742.061),313.951.721.755,,,-22607742061.0,313951721755.0
10,10,10,Tăng hàng tồn kho,,(92.052.801.808),(209.442.239.622),,,-92052801808.0,-209442239622.0
11,11,11,"(Giảm)/tăng các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,(153.878.220.569),415.078.312.448,,,-153878220569.0,415078312448.0
12,12,12,(Tăng)/giảm chi phí trả trước,,(162.648.827),480.654.246,,,-162648827.0,480654246.0
13,13,13,Giảm/(tăng) chứng khoán kinh doanh,,302.189.107.452,(302.189.107.452),,,302189107452.0,-302189107452.0
14,14,14,Tiền lãi vay đã trả,,(96.839.270.587),(186.356.210.341),,,-96839270587.0,-186356210341.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,15,(162.574.146.850),(64.657.908.841),,15.0,-162574146850.0,-64657908841.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(511.333.346),(1.052.155.563),,,-511333346.0,-1052155563.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,407.070.355.957,741.514.919.360,,,407070355957.0,741514919360.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định (TSCĐ) và các tài sản dài hạn khác",,(12.763.711.953),(305.761.607.699),,,-12763711953.0,-305761607699.0
22,22,22,"Tiền thu do thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,-,454.545.455,,,,454545455.0
23,23,23,Tiền chi cho vay,,(8.700.000.000),(18.290.000.000),,,-8700000000.0,-18290000000.0
24,24,24,Tiền thu hồi cho vay,,-,31.082.726.875,,,,31082726875.0
25,25,25,Tiền chi để đầu tư góp vốn vào đơn vị khác,,(46.865.598.470),(820.463.721.261),,,-46865598470.0,-820463721261.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,-,119.059.395.000,,,,119059395000.0
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,193.704.090.704,349.114.858.162,,,193704090704.0,349114858162.0
30,30,30,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động đầu tư,,125.374.780.281,(644.803.803.468),,,125374780281.0,-644803803468.0
