row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Đơn vị tính: VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Đơn vị tính: VND
Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty con,Đi vay,339.000.000.000,380.000.000.000,,,339000000000.0,380000000000.0
Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty con,Thanh toán gốc vay,-,340.000.000.000,,,,340000000000.0
Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty con,Lãi vay phải trả,2.629.380.822,13.854.493.151,,,2629380822.0,13854493151.0
Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty con,Góp vốn,-,400.000.000.000,,,,400000000000.0
Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty con,Thu hồi cho vay,-,23.500.000.000,,,,23500000000.0
Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty con,Lãi vay đã thu,3.268.335.617,-,,,3268335617.0,
Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty con,Dòng tiền quản lý tập trung phải trả,8.597.598.392,9.116.296.191,,,8597598392.0,9116296191.0
Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty Thiết bị Giáo dục 1,Công ty con,Dòng tiền quản lý tập trung đã trả,3.223.759.974,9.006.118.321,,,3223759974.0,9006118321.0
Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty con,Cổ tức phải thu,23.576.100.000,580.725.000.000,,,23576100000.0,580725000000.0
Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty con,Bù trừ giữa cổ tức được chia và đi vay,-,150.725.000.000,,,,150725000000.0
Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty con,Cán trừ cổ tức và vốn góp hợp tác kinh doanh,-,430.000.000.000,,,,430000000000.0
Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty con,Đi vay,175.000.000.000,318.000.000.000,,,175000000000.0,318000000000.0
Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty con,Thanh toán gốc vay,22.000.000.000,90.000.000.000,,,22000000000.0,90000000000.0
Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty con,Thanh toán vay bằng bù trừ,-,3.000.000.000,,,,3000000000.0
Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty con,Lãi vay phải trả,12.291.478.230,2.271.092.062,,,12291478230.0,2271092062.0
Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty con,Phải trả tiền mua sàn,-,334.016.820.000,,,,334016820000.0
