row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,300,,6.849.275.971.125,5.551.670.737.163,300.0,,6849275971125.0,5551670737163.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,5.935.262.101.827,4.680.730.113.512,310.0,,5935262101827.0,4680730113512.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,17,1.765.886.080.785,1.611.510.930.688,311.0,17.0,1765886080785.0,1611510930688.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,18,697.167.398.439,233.211.694.839,312.0,18.0,697167398439.0,233211694839.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,19,80.750.583.014,50.531.784.526,313.0,19.0,80750583014.0,50531784526.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,,329.643.662.839,168.882.879.845,314.0,,329643662839.0,168882879845.0
5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,315,20,443.236.544.862,466.157.762.224,315.0,20.0,443236544862.0,466157762224.0
6. Phải trả ngắn hạn khác,6. Phải trả ngắn hạn khác,6. Phải trả ngắn hạn khác,319,21,102.443.175.193,64.017.498.674,319.0,21.0,102443175193.0,64017498674.0
7. Vay và nợ thuê tài chính ngắn hạn,7. Vay và nợ thuê tài chính ngắn hạn,7. Vay và nợ thuê tài chính ngắn hạn,320,23,2.225.615.949.940,1.229.228.015.118,320.0,23.0,2225615949940.0,1229228015118.0
8. Dự phòng phải trả ngắn hạn,8. Dự phòng phải trả ngắn hạn,8. Dự phòng phải trả ngắn hạn,321,,535.121.613,616.680.781.280,321.0,,535121613.0,616680781280.0
"9. Quỹ khen thưởng, phúc lợi","9. Quỹ khen thưởng, phúc lợi","9. Quỹ khen thưởng, phúc lợi",322,22,289.983.585.142,240.508.766.318,322.0,22.0,289983585142.0,240508766318.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,914.013.869.298,870.940.623.651,330.0,,914013869298.0,870940623651.0
1. Vay và nợ thuê tài chính dài hạn,1. Vay và nợ thuê tài chính dài hạn,1. Vay và nợ thuê tài chính dài hạn,338,24,56.800.885.119,119.527.496.051,338.0,24.0,56800885119.0,119527496051.0
2. Quỹ phát triển khoa học và công nghệ,2. Quỹ phát triển khoa học và công nghệ,2. Quỹ phát triển khoa học và công nghệ,343,25,857.212.984.179,751.413.127.600,343.0,25.0,857212984179.0,751413127600.0
D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,400,,10.794.362.396.761,10.177.176.600.982,400.0,,10794362396761.0,10177176600982.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,26,10.794.362.396.761,10.177.176.600.982,410.0,26.0,10794362396761.0,10177176600982.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,5.294.000.000.000,5.294.000.000.000,411.0,,5294000000000.0,5294000000000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,5.294.000.000.000,5.294.000.000.000,,,5294000000000.0,5294000000000.0
2. Vốn khác của chủ sở hữu,2. Vốn khác của chủ sở hữu,2. Vốn khác của chủ sở hữu,414,,3.665.420.000,3.665.420.000,414.0,,3665420000.0,3665420000.0
3. Quỹ đầu tư phát triển,3. Quỹ đầu tư phát triển,3. Quỹ đầu tư phát triển,418,,3.553.277.064.175,2.964.211.891.877,418.0,,3553277064175.0,2964211891877.0
4. Lợi nhuận sau thuế chưa phân phối,4. Lợi nhuận sau thuế chưa phân phối,4. Lợi nhuận sau thuế chưa phân phối,421,,1.911.971.169.573,1.882.513.091.925,421.0,,1911971169573.0,1882513091925.0
- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,804.065.993.881,984.147.745.207,,,804065993881.0,984147745207.0
- Lợi nhuận sau thuế chưa phân phối năm nay,- Lợi nhuận sau thuế chưa phân phối năm nay,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,1.107.905.175.692,898.365.346.718,,,1107905175692.0,898365346718.0
5. Lợi ích của cổ đông không kiểm soát,5. Lợi ích của cổ đông không kiểm soát,5. Lợi ích của cổ đông không kiểm soát,429,,31.448.743.013,32.786.197.180,429.0,,31448743013.0,32786197180.0
TỔNG CỘNG NGUỒN VỐN (440=300+400),TỔNG CỘNG NGUỒN VỐN (440=300+400),TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,17.643.638.367.886,15.728.847.338.145,440.0,,17643638367886.0,15728847338145.0
