row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,29,17.223.063.258.575,13.942.548.247.107,,1.0,29.0,17223063258575.0,13942548247107.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,29,592.132.969.745,486.963.097.467,,2.0,29.0,592132969745.0,486963097467.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,16.630.930.288.830,13.455.585.149.640,,10.0,,16630930288830.0,13455585149640.0
4.,4.,4.,Giá vốn hàng bán,11,30,12.582.272.851.807,10.942.100.894.031,,11.0,30.0,12582272851807.0,10942100894031.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,4.048.657.437.023,2.513.484.255.609,,20.0,,4048657437023.0,2513484255609.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,32,394.907.720.595,381.803.898.252,,21.0,32.0,394907720595.0,381803898252.0
7.,7.,7.,Chỉ phí tài chính,22,33,97.431.215.423,76.569.107.528,,22.0,33.0,97431215423.0,76569107528.0
,,,- Trong đó: Chi phí lãi vay và lãi thuê tài chính,23,,70.405.254.339,44.380.805.249,,23.0,,70405254339.0,44380805249.0
8.,8.,8.,Chi phí bán hàng,25,34,1.175.971.610.853,1.014.369.800.748,,25.0,34.0,1175971610853.0,1014369800748.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,34,967.950.624.433,481.047.001.909,,26.0,34.0,967950624433.0,481047001909.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,2.202.211.706.909,1.323.302.243.676,,30.0,,2202211706909.0,1323302243676.0
11.,11.,11.,Thu nhập khác,31,,7.039.593.354,199.876.759.197,,31.0,,7039593354.0,199876759197.0
12.,12.,12.,Chi phí khác,32,,1.816.308.796,1.115.514.682,,32.0,,1816308796.0,1115514682.0
13.,13.,13.,Lợi nhuận khác (40=31-32),40,,5.223.284.558,198.761.244.515,,40.0,,5223284558.0,198761244515.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,2.207.434.991.467,1.522.063.488.191,,50.0,,2207434991467.0,1522063488191.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,35,260.385.153.457,99.848.202.450,,51.0,35.0,260385153457.0,99848202450.0
16.,16.,16.,(Thu nhập) thuế thu nhập doanh nghiệp hoãn lại,52,,(14.787.786.575),(5.791.295.701),,52.0,,-14787786575.0,-5791295701.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,1.961.837.624.585,1.428.006.581.442,,60.0,,1961837624585.0,1428006581442.0
,,,Trong đó:,,,,,,,,,
17.1.,17.1.,17.1.,Lợi nhuận sau thuế của Công ty mẹ,61,,1.959.812.434.496,1.419.657.938.042,,61.0,,1959812434496.0,1419657938042.0
17.2.,17.2.,17.2.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,2.025.190.089,8.348.643.400,,62.0,,2025190089.0,8348643400.0
18.,18.,18.,Lãi cơ bản trên cổ phiếu,70,36,3.203,2.359,,70.0,36.0,3203.0,2359.0
