row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
a) Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam và các Công ty con trong Tập đoàn,a) Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam và các Công ty con trong Tập đoàn,a) Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam và các Công ty con trong Tập đoàn,a) Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam và các Công ty con trong Tập đoàn,
Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam,Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam,Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam,Công ty mẹ,
Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,Đơn vị trực thuộc Tập đoàn,
Trường Cao đẳng Dầu khí,Trường Cao đẳng Dầu khí,Trường Cao đẳng Dầu khí,Đơn vị trực thuộc Tập đoàn,
Trường Đại học Dầu khí Việt Nam,Trường Đại học Dầu khí Việt Nam,Trường Đại học Dầu khí Việt Nam,Đơn vị trực thuộc Tập đoàn,
Tổng Công ty Điện lực Dầu khí Việt Nam,Tổng Công ty Điện lực Dầu khí Việt Nam,Tổng Công ty Điện lực Dầu khí Việt Nam,Công ty con của Tập đoàn,
Tổng Công ty Phân bón và Hóa chất Dầu khí - CTCP,Tổng Công ty Phân bón và Hóa chất Dầu khí - CTCP,Tổng Công ty Phân bón và Hóa chất Dầu khí - CTCP,Công ty con của Tập đoàn,
Tổng Công ty Khí Việt Nam,Tổng Công ty Khí Việt Nam,Tổng Công ty Khí Việt Nam,Công ty con của Tập đoàn,
Công ty Cố phần Lộc hóa dầu Bình Sơn,Công ty Cố phần Lộc hóa dầu Bình Sơn,Công ty Cố phần Lộc hóa dầu Bình Sơn,Công ty con của Tập đoàn,
b) Các bên liên quan khác theo Chuẩn mực Kế toán Việt Nam,b) Các bên liên quan khác theo Chuẩn mực Kế toán Việt Nam,b) Các bên liên quan khác theo Chuẩn mực Kế toán Việt Nam,b) Các bên liên quan khác theo Chuẩn mực Kế toán Việt Nam,
Công ty Cố phần Năng lượng Tái tạo Điện lực Dầu khí,Công ty Cố phần Năng lượng Tái tạo Điện lực Dầu khí,Công ty Cố phần Năng lượng Tái tạo Điện lực Dầu khí,Các đơn vị cùng Tập đoàn,
Công ty Cố phần Đào tạo Kỹ thuật PVD,Công ty Cố phần Đào tạo Kỹ thuật PVD,Công ty Cố phần Đào tạo Kỹ thuật PVD,Các đơn vị cùng Tập đoàn,
Công ty Cố phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Công ty Cố phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Công ty Cố phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Các đơn vị cùng Tập đoàn,
Công ty Cố phần Xăng dầu Dầu khí Sài Gòn,Công ty Cố phần Xăng dầu Dầu khí Sài Gòn,Công ty Cố phần Xăng dầu Dầu khí Sài Gòn,Các đơn vị cùng Tập đoàn,
Công ty Cố phần Thương mại và Dịch vụ Kỹ thuật Khoan Dầu khí PVD,Công ty Cố phần Thương mại và Dịch vụ Kỹ thuật Khoan Dầu khí PVD,Công ty Cố phần Thương mại và Dịch vụ Kỹ thuật Khoan Dầu khí PVD,Các đơn vị cùng Tập đoàn,
Công ty Cố phần Chứng khoán Dầu khí,Công ty Cố phần Chứng khoán Dầu khí,Công ty Cố phần Chứng khoán Dầu khí,Các đơn vị cùng Tập đoàn,
Công ty Cố phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,Công ty Cố phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,Công ty Cố phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,Các đơn vị cùng Tập đoàn,
Công ty Cố phần Vận tải Dầu khí Đông Dương,Công ty Cố phần Vận tải Dầu khí Đông Dương,Công ty Cố phần Vận tải Dầu khí Đông Dương,Các đơn vị cùng Tập đoàn,
Công ty TNHH Khách sạn Dầu khí PTSC,Công ty TNHH Khách sạn Dầu khí PTSC,Công ty TNHH Khách sạn Dầu khí PTSC,Các đơn vị cùng Tập đoàn,
Công ty Cố phần Dầu khí Mê Kông,Công ty Cố phần Dầu khí Mê Kông,Công ty Cố phần Dầu khí Mê Kông,Các đơn vị cùng Tập đoàn,
Công ty Cố phần Phân bón và Hóa chất Dầu khí Miền Bắc,Công ty Cố phần Phân bón và Hóa chất Dầu khí Miền Bắc,Công ty Cố phần Phân bón và Hóa chất Dầu khí Miền Bắc,Các đơn vị cùng Tập đoàn,
Công ty Cố phần Thương mại Dầu khí,Công ty Cố phần Thương mại Dầu khí,Công ty Cố phần Thương mại Dầu khí,Các đơn vị cùng Tập đoàn,
Công ty Cố phần Đầu tư và Vận tải Dầu khí Việt Nam,Công ty Cố phần Đầu tư và Vận tải Dầu khí Việt Nam,Công ty Cố phần Đầu tư và Vận tải Dầu khí Việt Nam,Các đơn vị cùng Tập đoàn,
