row_label_raw,row_label_full,Ngoại tệ các loại,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
- Dollar Mỹ (USD),- Dollar Mỹ (USD),- Dollar Mỹ (USD),"48.295,17","387.089,21",48295.17,387089.21
- Yên nhật (JPY),- Yên nhật (JPY),- Yên nhật (JPY),"5,00","5,00",5.0,5.0
