row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,34.976.048.103,31.192.894.709,34976048103.0,31192894709.0
Trích trước giá vốn thi công xây dựng Nhà máy thức ăn,Trích trước giá vốn thi công xây dựng Nhà máy thức ăn,Trích trước giá vốn thi công xây dựng Nhà máy thức ăn,1.668.554.949,1.064.226.955,1668554949.0,1064226955.0
Trích trước lãi vay,Trích trước lãi vay,Trích trước lãi vay,5.064.583.343,1.637.656.738,5064583343.0,1637656738.0
Trích trước chi phí GPMB KDC Xuân Thịnh & Thọ Dân,Trích trước chi phí GPMB KDC Xuân Thịnh & Thọ Dân,Trích trước chi phí GPMB KDC Xuân Thịnh & Thọ Dân,20.286.347.508,20.577.917.508,20286347508.0,20577917508.0
Trích trước CP khấu hao của các căn nhà trợ CBNV đã thu tiền,Trích trước CP khấu hao của các căn nhà trợ CBNV đã thu tiền,Trích trước CP khấu hao của các căn nhà trợ CBNV đã thu tiền,7.956.562.303,7.913.093.508,7956562303.0,7913093508.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
Cộng,b) Dài hạn > Cộng,Cộng,34.976.048.103,31.192.894.709,34976048103.0,31192894709.0
18 . PHẢI TRẢ KHÁC,18 . PHẢI TRẢ KHÁC,18 . PHẢI TRẢ KHÁC,18 . PHẢI TRẢ KHÁC,18 . PHẢI TRẢ KHÁC,,
,,,Số cuối năm,Số đầu năm,,
a) Ngắn hạn,18 . PHẢI TRẢ KHÁC > a) Ngắn hạn,a) Ngắn hạn,15.602.634.125,22.868.562.055,15602634125.0,22868562055.0
Kinh phí công đoàn,18 . PHẢI TRẢ KHÁC > Kinh phí công đoàn,Kinh phí công đoàn,40.716.000,36.793.949,40716000.0,36793949.0
Bảo hiểm xã hội,18 . PHẢI TRẢ KHÁC > Bảo hiểm xã hội,Bảo hiểm xã hội,,11.383.500,,11383500.0
Bảo hiểm thất nghiệp,18 . PHẢI TRẢ KHÁC > Bảo hiểm thất nghiệp,Bảo hiểm thất nghiệp,,983.500,,983500.0
Võ Đức Thảo,18 . PHẢI TRẢ KHÁC > Võ Đức Thảo,Võ Đức Thảo,3.010.593.134,3.002.901.697,3010593134.0,3002901697.0
Phan Ngọc Thảo Nguyên,18 . PHẢI TRẢ KHÁC > Phan Ngọc Thảo Nguyên,Phan Ngọc Thảo Nguyên,,12.554.000,,12554000.0
Lê Thị Hường,18 . PHẢI TRẢ KHÁC > Lê Thị Hường,Lê Thị Hường,,19.857.221,,19857221.0
Trần Thụy Thanh Thảo,18 . PHẢI TRẢ KHÁC > Trần Thụy Thanh Thảo,Trần Thụy Thanh Thảo,,2.997.887.441,,2997887441.0
"Các khoản phải trả, phải nộp khác","18 . PHẢI TRẢ KHÁC > Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",12.551.324.991,16.786.200.747,12551324991.0,16786200747.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
Cộng,b) Dài hạn > Cộng,Cộng,15.602.634.125,22.868.562.055,15602634125.0,22868562055.0
c) Số nợ quá hạn chưa thanh toán: không có,c) Số nợ quá hạn chưa thanh toán: không có,c) Số nợ quá hạn chưa thanh toán: không có,c) Số nợ quá hạn chưa thanh toán: không có,c) Số nợ quá hạn chưa thanh toán: không có,,
19 . DOANH THU CHU'A THỰC HIỆN,19 . DOANH THU CHU'A THỰC HIỆN,19 . DOANH THU CHU'A THỰC HIỆN,19 . DOANH THU CHU'A THỰC HIỆN,19 . DOANH THU CHU'A THỰC HIỆN,,
,,,Số cuối năm,Số đầu năm,,
a) Ngắn hạn,19 . DOANH THU CHU'A THỰC HIỆN > a) Ngắn hạn,a) Ngắn hạn,2.777.272.779,5.725.781.052,2777272779.0,5725781052.0
Doanh thu từ chương trình khách hàng truyền thống,19 . DOANH THU CHU'A THỰC HIỆN > Doanh thu từ chương trình khách hàng truyền thống,Doanh thu từ chương trình khách hàng truyền thống,2.777.272.779,5.725.781.052,2777272779.0,5725781052.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
Cộng,b) Dài hạn > Cộng,Cộng,2.777.272.779,5.725.781.052,2777272779.0,5725781052.0
