row_label_raw,row_label_full,Bên cho vay,Hợp đồng/Khé ước,Hạn mức/Số tiền vay (VND) > VND,Dư nợ vay > VND,Thời hạn vay (Tháng),Lãi suất (%),Mục đích vay,Hình thức đảm bảo,numeric__Hợp đồng/Khé ước,numeric__Hạn mức/Số tiền vay (VND) > VND,numeric__Dư nợ vay > VND,numeric__Thời hạn vay (Tháng),numeric__Lãi suất (%),numeric__Mục đích vay,numeric__Hình thức đảm bảo
Ngân hàng TMCP Á Châu CN An Giang,Ngân hàng TMCP Á Châu CN An Giang,Ngân hàng TMCP Á Châu CN An Giang,"ANG.DN.1245,020322",31.400.000.000,28.742.239.800,12,Theo từng khế ước nhận nợ,Bổ sung vốn lưu động phục vụ sxkd,Tiền gửi và TSCĐ,,31400000000.0,28742239800.0,12.0,,,
CN Ngân Hàng TMCP Đầu Tư Và Phát Triển - CN Đồng Bằng Sông Cửu Long,CN Ngân Hàng TMCP Đầu Tư Và Phát Triển - CN Đồng Bằng Sông Cửu Long,CN Ngân Hàng TMCP Đầu Tư Và Phát Triển - CN Đồng Bằng Sông Cửu Long,01/2022/548997/HĐTC,100.000.000.000,99.902.461.934,12,Theo từng khế ước nhận nợ,Bổ sung vốn lưu động phục vụ sxkd,Tiền gửi và TSCĐ,,100000000000.0,99902461934.0,12.0,,,
CN Ngân Hàng TMCP Đầu Tư Và Phát Triển - CN Đồng Bằng Sông Cửu Long,CN Ngân Hàng TMCP Đầu Tư Và Phát Triển - CN Đồng Bằng Sông Cửu Long,CN Ngân Hàng TMCP Đầu Tư Và Phát Triển - CN Đồng Bằng Sông Cửu Long,01/2022/548997/HĐTC,500.000.000.000,399.820.463.382,12,Theo từng khế ước nhận nợ,Bổ sung vốn lưu động phục vụ sxkd,Tiền gửi và TSCĐ,,500000000000.0,399820463382.0,12.0,,,
"NH TMCP Phát Triển Tp HCM - PGD Rạch Dừa, Vũng Tàu","NH TMCP Phát Triển Tp HCM - PGD Rạch Dừa, Vũng Tàu","NH TMCP Phát Triển Tp HCM - PGD Rạch Dừa, Vũng Tàu",30921/22MN/HĐTD,500.000.000.000,400.306.306.950,12,Theo từng khế ước nhận nợ,Phát hành LC Upas nội địa phục vụ SXKD,Tài sản hình thành từ dự án,,500000000000.0,400306306950.0,12.0,,,
Ngân hàng TMCP Xăng Dầu - CN An Giang,Ngân hàng TMCP Xăng Dầu - CN An Giang,Ngân hàng TMCP Xăng Dầu - CN An Giang,"540,0399/2021/HĐTD",120.000.000.000,85.379.517.138,6,Theo từng khế ước nhận nợ,"Bổ sung vốn lưu động phục vụ sxkd, phát hành LC NK SX thức ăn",TSCĐ,,120000000000.0,85379517138.0,6.0,,,
NH TMCP Phát Triển Tp HCM - CN Nguyễn Trải,NH TMCP Phát Triển Tp HCM - CN Nguyễn Trải,NH TMCP Phát Triển Tp HCM - CN Nguyễn Trải,12809/22MN/HĐTD,150.000.000.000,22.638.307.400,6,Theo từng khế ước nhận nợ,Bổ sung vốn lưu động phục vụ sxkd,TSCĐ và cổ phiếu,,150000000000.0,22638307400.0,6.0,,,
Ngân hàng TMCP Ngoại Thương - CN Kiên Giang,Ngân hàng TMCP Ngoại Thương - CN Kiên Giang,Ngân hàng TMCP Ngoại Thương - CN Kiên Giang,0012/22/0181/AG,60.000.000.000,15.151.810.950,6,Theo từng khế ước nhận nợ,"Bổ sung vốn lưu động phục vụ sxkd, phát hành LC NK SX thức ăn",TSCĐ,,60000000000.0,15151810950.0,6.0,,,
Ngân hàng TMCP Nam Á - CN Cần Thơ,Ngân hàng TMCP Nam Á - CN Cần Thơ,Ngân hàng TMCP Nam Á - CN Cần Thơ,0013/2022/603-CV,100.000.000.000,33.043.420.000,12,Theo từng khế ước nhận nợ,"Vốn lưu động, Phát hành LC, SXKD TA thủy sản",Thế chấp Cổ phiếu,,100000000000.0,33043420000.0,12.0,,,
