row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Số cuối năm,Số đầu năm,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số đầu năm
+ Công ty Cổ phần Đầu Tư Tài Chính và Truyền Thông Quốc Tế,+ Công ty Cổ phần Đầu Tư Tài Chính và Truyền Thông Quốc Tế,+ Công ty Cổ phần Đầu Tư Tài Chính và Truyền Thông Quốc Tế,+ Công ty Cổ phần Đầu Tư Tài Chính và Truyền Thông Quốc Tế,+ Công ty Cổ phần Đầu Tư Tài Chính và Truyền Thông Quốc Tế,+ Công ty Cổ phần Đầu Tư Tài Chính và Truyền Thông Quốc Tế,,,
,,,- Vay vốn lưu động,7.600.000.000,4.300.000.000,,7600000000.0,4300000000.0
+ Công ty TNHH TM Sao Mai Solar,+ Công ty TNHH TM Sao Mai Solar,+ Công ty TNHH TM Sao Mai Solar,+ Công ty TNHH TM Sao Mai Solar,+ Công ty TNHH TM Sao Mai Solar,+ Công ty TNHH TM Sao Mai Solar,,,
,,,- Vay vốn lưu động,9.000.000.000,4.500.000.000,,9000000000.0,4500000000.0
+ Công ty Cổ phần Đầu tư và phát triển Đa Quốc Gia,+ Công ty Cổ phần Đầu tư và phát triển Đa Quốc Gia,+ Công ty Cổ phần Đầu tư và phát triển Đa Quốc Gia,+ Công ty Cổ phần Đầu tư và phát triển Đa Quốc Gia,+ Công ty Cổ phần Đầu tư và phát triển Đa Quốc Gia,+ Công ty Cổ phần Đầu tư và phát triển Đa Quốc Gia,,,
,,,- Vay vốn lưu động,291.100.000.000,31.501.207.743,,291100000000.0,31501207743.0
+ Công ty Cổ phần Du Lịch Đồng Tháp,+ Công ty Cổ phần Du Lịch Đồng Tháp,+ Công ty Cổ phần Du Lịch Đồng Tháp,+ Công ty Cổ phần Du Lịch Đồng Tháp,+ Công ty Cổ phần Du Lịch Đồng Tháp,+ Công ty Cổ phần Du Lịch Đồng Tháp,,,
,,,- Vay vốn lưu động,1.500.000.000,,,1500000000.0,
+ Công ty TNHH Sao Mai Super Feed,+ Công ty TNHH Sao Mai Super Feed,+ Công ty TNHH Sao Mai Super Feed,+ Công ty TNHH Sao Mai Super Feed,+ Công ty TNHH Sao Mai Super Feed,+ Công ty TNHH Sao Mai Super Feed,,,
,,,- Vay vốn lưu động,314.416.666.667,,,314416666667.0,
+ Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản,+ Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản,+ Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản,+ Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản,+ Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản,+ Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản,,,
,,,- Vay vốn lưu động,43.300.000.000,,,43300000000.0,
+ Công ty Cổ phần Điện Mặt Trời EUROPLAST Long An,+ Công ty Cổ phần Điện Mặt Trời EUROPLAST Long An,+ Công ty Cổ phần Điện Mặt Trời EUROPLAST Long An,+ Công ty Cổ phần Điện Mặt Trời EUROPLAST Long An,+ Công ty Cổ phần Điện Mặt Trời EUROPLAST Long An,+ Công ty Cổ phần Điện Mặt Trời EUROPLAST Long An,,,
,,,- Vay vốn lưu động,52.130.000.000,73.800.000.000,,52130000000.0,73800000000.0
