row_label_raw,row_label_full,col_0,Giá gốc,Dự phòng,Giá gốc_1,"Dự phòng, KIỂM",numeric__Giá gốc,numeric__Dự phòng,numeric__Giá gốc_1,"numeric__Dự phòng, KIỂM"
"- Nguyên liệu, vật liệu","- Nguyên liệu, vật liệu","- Nguyên liệu, vật liệu",3.130.938.627,,3.130.938.627,,3130938627.0,,3130938627.0,
- Chi phí sản xuất kinh doanh dở dang,- Chi phí sản xuất kinh doanh dở dang,- Chi phí sản xuất kinh doanh dở dang,649.478.850.963,,476.285.737.309,,649478850963.0,,476285737309.0,
- Hàng hóa bắt động sản,- Hàng hóa bắt động sản,- Hàng hóa bắt động sản,418.266.010.499,,493.468.472.203,,418266010499.0,,493468472203.0,
- Hàng hóa khác,- Hàng hóa khác,- Hàng hóa khác,4.493.978.775,,2.242.099.267,,4493978775.0,,2242099267.0,
Cộng,Cộng,Cộng,1.075.369.778.864,,975.127.247.406,,1075369778864.0,,975127247406.0,
