row_label_raw,row_label_full,Bà:,Lê Thị Nguyệt Thu,Chủ tịch,numeric__Lê Thị Nguyệt Thu,numeric__Chủ tịch
Ông:,Ông:,Ông:,Nguyễn Văn Hưng,Phó chủ tịch,,
Ông:,Ông:,Ông:,Lê Thanh Thuấn,Thành viên,,
Bà:,Bà:,Bà:,Nguyễn Thị Hồng Loan,Thành viên độc lập,,
Ông:,Ông:,Ông:,Nguyễn Văn Phụng,( Bồ nhiệm ngày 09/04/2022 và miễn nhiệm ngày 21/06/2022 ),,
